epoch,critic_loss,generator_loss
1,8.784268188476563,0.6177260875701904
2,7.009743785858154,1.470298409461975
3,4.032430171966553,2.703803062438965
4,-0.06573987007141113,4.145902156829834
5,-4.051980352401733,5.812901020050049
6,-7.757086849212646,7.624598503112793
7,-9.03723964691162,8.626861572265625
8,-9.6144868850708,9.390820503234863
9,-9.79376678466797,9.514397621154785
10,-8.664318466186524,10.013398170471191
11,-7.8743854522705075,8.427450180053711
12,-8.235290718078613,8.097204208374023
13,-6.988020038604736,6.511325836181641
14,-5.618262004852295,5.624882698059082
15,-5.199773693084717,4.845038414001465
16,-4.986758852005005,4.251142978668213
17,-4.458582592010498,3.4120306968688965
18,-3.4954220056533813,2.622853994369507
19,-3.4360642433166504,1.6404412984848022
20,-2.5820452213287353,1.790277123451233
21,-0.7510535597801209,1.801650047302246
22,-0.9609495624899864,2.477479934692383
23,-0.050585365295410155,3.4706871509552
24,-0.9548738539218903,4.205333709716797
25,0.3433590233325958,5.887224197387695
