epoch,critic_loss,generator_loss
1,8.860019493103028,0.11879487335681915
2,7.004987812042236,0.42805975675582886
3,3.4526774883270264,1.0612326860427856
4,-1.1399619102478027,1.5744465589523315
5,-5.697772359848022,2.6330246925354004
6,-8.768681240081786,3.4481701850891113
7,-10.155302619934082,3.581148386001587
8,-10.32276782989502,2.9097776412963867
9,-10.654514122009278,3.146477699279785
10,-10.529897117614746,2.5225861072540283
11,-10.328344917297363,2.0989792346954346
12,-10.128605270385743,0.49187731742858887
13,-9.041667175292968,-1.3641597032546997
14,-8.242146396636963,-2.005288600921631
15,-7.635329818725586,-3.6762425899505615
16,-6.929930019378662,-4.252826690673828
17,-6.23123083114624,-5.5720438957214355
18,-5.423843765258789,-6.6136627197265625
19,-4.7988790512084964,-8.40019416809082
20,-4.215230321884155,-9.062723159790039
21,-3.3652544021606445,-8.999329566955566
22,-3.2828805446624756,-9.595930099487305
23,-2.9753820657730103,-10.173209190368652
24,-2.969484281539917,-10.090936660766602
25,-2.4024306297302247,-10.153677940368652
