run_id,method,phase,family,scenario,ratio,variant_id,seed,tokenizer_mode,sequence_length,g_pretrain_epochs,generator_reward_mode,reward_alpha,epoch,generator_loss,discriminator_loss,discriminator_reward_mean,sql_structure_reward_mean,reward_mean,reward_variance,generator_gradient_norm,discriminator_gradient_norm,unique_rate,collapse_rate,dominant_payload_share,garbage_rate,wellformed_rate,sql_structure_rate,nearest_train_ngram_overlap,nearest_holdout_ngram_overlap,epoch_time_seconds,snapshot_samples_json,stop_reason
seqgan_improved__phase3__union__F__200__V7__raw_character__len20__gpre80__reward_on__seed88,seqgan_improved,phase3,union,F,200,V7,88,raw_character,20,80,on,0.7,1,0.13955579698085785,0.2124495913585027,0.09343081712722778,0.24453125,0.13876094818115234,0.012273884081187132,0.020629780367016792,0.5682054529587428,1.0,0.0,0.02,0.56,0.44,0.0,0.6655555555555556,0.7033333333333333,3.6640488109997023,"[""-3470%'  uselelect *"", ""-452' inion sellect "", ""-3679'a|n oleleanion"", ""-6151\""   ( select *n"", "" select 1,* fleryrom"", ""-2998%' i0  )   slec"", ""5  select usersect u"", "" sealect * from user"", ""-7786'||  ( select U"", ""-2223'||  ( select *"", ""-897%\"" unin boo1D se"", ""-31951' un alNselect"", ""-665%\"" union alalect"", "" select * from  slec"", ""-571\""   select * fro"", ""-3363'+  )    from u"", ""-3307n'  ' ) un mooe"", ""-02370'uni ' boolean"", ""-0327'' '   a an use"", ""-3807' |  ( seleNt *"", ""-1876' o' booleanion"", ""\"" sersrselectm  * fr"", ""-2306'  )   )  (  se"", ""-747\""oo srec Uersele"", ""-936%'   sect fromun"", ""-3558'|  Ul select *"", ""-25230'   )   )  ( u"", ""-736'%\"" ) (  select "", ""-1764'|| )  (  selel"", ""-6537\"" (  select * s"", "" select * from users"", ""-3226'|| asl xx sers"", ""-661' inio sealeNt o"", ""-6717\""' ' (  sect * "", "" select * serm selec"", ""-3674'||  ( select *"", ""-3208'| )  select * "", "" sect fromom fromser"", ""-3801' i| boonanion "", ""-9698'|||  frseroose"", ""-3534'||   ( yal l v"", ""-306%' uniNomfron bo"", "" select ) frost * us"", ""AGoselect from  m us"", ""-301'   ) (  select "", ""-4605'+   )   select"", ""-0651'  (  select * "", ""-3205%'  ( union sea"", ""-410'|  )  )  Aym fN"", ""-3952'   a abk Uelec""]",
seqgan_improved__phase3__union__F__200__V7__raw_character__len20__gpre80__reward_on__seed88,seqgan_improved,phase3,union,F,200,V7,88,raw_character,20,80,on,0.7,2,0.12307791411876678,0.19715953022241592,0.05169808268547058,0.25234375,0.11189179420471192,0.006597048274759343,0.014865913428366184,0.403438367942969,1.0,0.0,0.02,0.62,0.36,0.02,0.6477777777777777,0.6844444444444444,3.0046920099998715,"["" sect from uselect u"", ""-360'ionn aolselect "", ""-076' ' ) ( un serse"", ""-37'\"" unionalelelect"", "" selct * from sesele"", ""-1708'  a1\""  )  asan"", ""-0238'  ) AND fromse"", ""-967%' unin selct| f"", ""-4584' '  as xxyun s"", ""-1163%' k unionixamo"", ""-9625')  ) a( sel se"", ""-6478\""  )  select mo"", ""-146'||+  ( union ss"", "")  slect usec select"", "" select u7select * f"", ""-67' |  select * fro"", ""-360%'%\""  fl select "", ""-9064' \""  ( select *"", ""-576eank  selecfdct "", ""-46134'  fl select ("", ""-5260'|| uselect use"", ""-45'  booelect fr'ro"", ""-2305'  )   )  unioo"", ""-46623%\"" uselect uea"", ""-2433\""  seelec1 sect"", ""-4445\""   ( union sea"", ""-6301,3'  ( select s"", ""-5220%' un select * "", ""-6436%' unin oan als"", ""-787\""  )  ) un selec"", ""-3037' )  * serserss"", ""-254'|| uoni' select"", ""098' un select * fro"", ""-6823%' * ))  )   a("", ""-385%\""+  uselect *un"", ""-760'||  usesect = f"", "";32'  ( selecm * fro"", ""-655A'| unionioal se"", ""-305i'  sel serselec"", ""-2l07'+ sect * from "", ""-789'|| unt unionaal"", ""-3520\"" union select "", ""-36250'   )   select"", "" sect fodyrom * sese"", "" sect from uelelesec"", "" b' u8seroselect* fr"", ""-4380union al Uvt se"", ""-764'||  select * fo"", ""-484'  ) unnioonsele"", ""-980'+  ' sect m fro""]",
seqgan_improved__phase3__union__F__200__V7__raw_character__len20__gpre80__reward_on__seed88,seqgan_improved,phase3,union,F,200,V7,88,raw_character,20,80,on,0.7,3,0.12895700335502625,0.19340194314718245,0.06831525564193726,0.2578125,0.1251644253730774,0.008379445756445277,0.018986698240041733,0.4080379699667295,1.0,0.0,0.02,0.46,0.5,0.04,0.6877777777777777,0.7455555555555555,3.021562447999713,"[""-3360\"" (  select * f"", ""-51234' ( select * f"", "" sec sect * fvo;'ser"", ""}m spct from usect *"", ""-830' 3 (  select *s"", "")b sec *sect *  sers"", ""-9367%\""'  al sect *u"", ""-674'|   select * fr"", ""-5370\"" flect * from "", ""-6352\""   ) ( select "", ""-405\""  * selelect mu"", "" sect *unioolelect t"", ""-5306||| un selrsec\"""", ""-9063%'  unionboon s"", ""-3850'  )  a)  selel"", ""-6348\""  asect * fomr"", ""-279u4'  aselect * f"", ""-3043%' unin 0 selec"", ""-784\""  uselect * sel"", ""-3636'||  select fro"", ""-6723%' union select"", ""-57selerom union all"", ""-33225 uDnioselect v"", ""-984%' union select "", ""-4253\"" unionion sele"", ""-0364'  ( select * f"", ""-16234~|| fl seseeal"", "" select sect * frous"", ""-378'%\""  )  sect use"", ""-27630'| )un select "", "" select * fromuserse"", ""-766\""'  )  select * "", ""-68623' inion bom se"", ""-66330'  (  select *"", "" select * from *( ( "", ""b|k)  )  ) sect from"", ""-0848'unimomsect *)o"", ""-3633'||  u select u"", ""-322\""  )   select * "", ""-3050%\""  ( uselect *"", ""-36633'  Aect ( from"", "" ) uselect * from ms"", ""-6453%\""   )  a asele"", "" sec\rt from uselect "", ""-1788 |'  (  from us"", ""-1%54\"" un select * f"", ""-4706'\""( sect * froA"", ""-5305%\""  union selec"", "" select * from users"", ""-650+  )    selec* *""]",
seqgan_improved__phase3__union__F__200__V7__raw_character__len20__gpre80__reward_on__seed88,seqgan_improved,phase3,union,F,200,V7,88,raw_character,20,80,on,0.7,4,0.11817030608654022,0.19131717880566915,0.054108834266662596,0.24609375,0.11170430183410644,0.005314007267222677,0.015630915760993958,0.5191621363162995,1.0,0.0,0.02,0.4,0.6,0.0,0.6966666666666668,0.7455555555555555,3.0093814639999437,"["" select usect * from"", "" select * from uerse"", ""-5771\"" unisean( sect"", "" sel m sect uselect "", ""k ) * select from us"", ""-6338%\"" (  select fr"", ""-65235 %  union alv "", ""* ) usealelect * fN*"", "" select * from usele"", "" select * from sect "", ""-310120\""   ( select "", ""-223''    ( fNn sele"", ""-32163'  )  u fct fr"", ""-6823'   ) ( union a"", ""05  select * ( selec"", ""-363%4' union selec "", ""-798\""  ) union asese"", "" select * fro* froom"", "" select * from selec"", "" select *,seltt m se"", ""-7487%\""  sect select"", ""-60521' |  ( select "", ""-664%' ( uselect * f"", ""12308  u fNo1 ) un s"", ""-3317'  )  aav\"" sect"", ""4nion alealselect * "", ""-8348\"" un aselect * "", ""-3430'  ( select * f"", ""-2334'   un select f"", ""-3630%'   select ( *"", ""-3808'  fr' selsect "", ""-57\"" un sect * from "", "" select unionaall se"", ""-4225%\""  )   select "", ""-6043%\"" =   ) ( unio"", "" select * fselect * "", ""-3622\""semselect * ) "", ""-4678'|| ( unionl se"", "" select * froom man "", "" select * fromseruse"", ""-365'+ un u serselec"", ""-2362aoleanioselect "", ""-3517\""  al select * "", ""-8520%\"" )| union= se"", ""-5206'+  ( serselect"", ""-5892' unaaleal sele"", ""-117637'|\""  sNm sect"", ""-47}c\""   select * fr"", ""-764\"")   m sc from u"", ""-067'||in b sect fro""]",
seqgan_improved__phase3__union__F__200__V7__raw_character__len20__gpre80__reward_on__seed88,seqgan_improved,phase3,union,F,200,V7,88,raw_character,20,80,on,0.7,5,0.10847065597772598,0.171755979458491,0.056901299953460695,0.2875,0.12608091831207274,0.007392936811601775,0.01654655858874321,0.3358916183312734,0.98,0.020000000000000018,0.04,0.54,0.46,0.0,0.6855555555555556,0.7444444444444445,3.7030744039998353,"[""-9632'  ) \""  bsect m"", ""-3613'|| un moon sel"", "" select usect *lsele"", ""-7920|| ( select use"", ""-5504'' in )  selck "", ""-392%' u )   select "", ""| uselect * from un "", ""-63636' unionall sec"", ""-3530 un )  sect *us"", ""-29%2\""\""  ( select * "", ""-6740'||   selct * *"", ""-31068'||  bselect *"", ""-6347\"" unionin f uel"", ""-4535\""  a select * s"", ""n-660'|| \""  select  "", ""-744%\""   al  )  sele"", ""12336' \""   select * "", ""-4142a5' u lect * fr"", "" sevect *from seND f"", "" select *uoel sect *"", ""-367\""'   ) )  select"", ""-877\"" u n alo select"", ""-30437'  (  select *"", "" 0select * from usec"", "" seallect Uect \"" fro"", "" sect froerom usect "", ""-71338\"" unionion al+"", "" selecti' uselect *l"", ""-964'%' u  v* select"", ""-32323' %'  sect * f"", "" selecsect * from us"", "" select * from usese"", "" sect  from uselect "", ""-205'  )   )  select"", ""-4753%\"" \""  (  select"", ""-7636'  f) (  sect *"", ""-5620'|   )  sersele"", ""-9623\""  ( select * f"", ""-6223\""   )  yc ( sel"", ""-8963\""|  ( select se"", ""aeb9sect * frosect *"", ""-679%\""   )  un sesel"", ""-763'  \"" (  seanio m"", ""-6343%\""   )  ( selec"", ""-8750' unioon select"", "" selelect * * fserse"", ""-6236'    sel m usec"", "" select * from usele"", ""-14237\""  ( un sect *"", "" select * from usele""]",
seqgan_improved__phase3__union__F__200__V7__raw_character__len20__gpre80__reward_on__seed88,seqgan_improved,phase3,union,F,200,V7,88,raw_character,20,80,on,0.7,6,0.1305266171693802,0.196249820291996,0.06600872278213502,0.31015625,0.1392529845237732,0.007199972830686505,0.022743050009012222,0.5955508043368657,1.0,0.0,0.02,0.46,0.54,0.0,0.6544444444444444,0.7266666666666667,3.1235000410001703,"["" seltct * from  bsec"", ""-1604667+m un select"", ""-7678'+ un select fc"", ""-4164233'   ' un sel"", "" select * vn select "", ""-4303\""'   seect from"", "" sect *aserseanioun "", ""12332\"" union ( selec"", ""-7836'+ union as ads"", ""-3555 unionaselec * "", ""-581'|| from from us"", ""-42200'|   )  usect "", "" 1eunion )  ) selct "", ""ct uselect * frona s"", ""-6376' unionn sect f"", ""-30963'' uniool asel"", ""-941'%%  )  unio ale"", "" sect from * select "", "" select m sec sect *"", "" sersect usect uselc"", "" select m seNm usele"", "" select * ,lelect * "", "" selectt * from user"", ""-2\""  selelect * from"", ""-3423\""  sect * from "", ""-9684\""  uselect * fr"", ""-3734\""  (  select * "", ""-142322\""   ( select "", "" select  sect * ) * "", ""-156666'''+| usect f"", ""-32350' union un sel"", ""-01752'||  selectise"", ""-1332926'+  select  "", "" select ' * from  us"", ""-76135\""   serseect *"", ""-47A8\""\""  select * fl"", ""-4741\""  union ( sele"", ""-310763\"" un select *"", "" select * from usect"", ""-267''' un select * "", ""-131071343%\"" un ) ( "", ""-88726'||  selec* *t"", ""-2606'2  un asect un"", ""-0113232%' un  s lec"", ""-3043\""\""i  sect felec"", ""-576'\""   )+ sect fle"", ""-4638'\""  A useat sec"", ""-3306%' %   ( slect "", "" select uselect * fo"", "" sect from uselect *""]",
seqgan_improved__phase3__union__F__200__V7__raw_character__len20__gpre80__reward_on__seed88,seqgan_improved,phase3,union,F,200,V7,88,raw_character,20,80,on,0.7,7,0.11058284342288971,0.1824937085310618,0.058969104290008546,0.27578125,0.12401275634765625,0.006421494369860736,0.017793437466025352,0.4699255193273226,1.0,0.0,0.02,0.48,0.5,0.02,0.6888888888888889,0.7511111111111112,3.0784396449998894,"[""-314063\"" ( u sect * "", ""union l sselec* sect"", "" sect m sersect * se"", ""-3639' y   select * "", ""-63304\"" un select * "", "" select usect uselec"", "" select ect *uselect"", ""234\""   s select u se"", ""-3234' uni on select"", ""-463340\"" un sect * f"", ""-943\"" u (  u select "", ""-363'5, sect * fromu"", "" select * from  ( s "", ""-1903934' \"" u select"", ""-9033%\"" un u select "", ""-87034\""  unionin ale"", ""-63632\"" un x uselele"", ""-833'3  aselect * fr"", ""-8525\""    sen select"", ""-36323%' '  un sect "", "" select) * from usel"", ""-8351%'unioniono6n )"", ""-314323%\"" uselct * s"", "" select  uselect * f"", ""-6837%\""'    )   *sel"", "" sect * * n  select "", "" sect * fromuselect*"", ""in select * % select"", ""-36063''   select * "", "" asect * fr' usect *"", ""-53143\""  ( uean sele"", "" selec *selecv * fro"", "" select * from usect"", "" seea selelect * fro"", "" select * flsect * f"", "" sect sserselect * f"", ""-182364'    \"" u sele"", ""-4763%\"" uselect  * f"", ""  sect uselect * * f"", ""-61663433\"" unio  sel"", ""-5850' unio|n )  sel"", ""-36443%' ' un select"", ""-7864' union fafrom "", "" sesect * frsect * f"", ""-185801\""    select *"", "" select uselect * fr"", ""-747%'   u sect from"", "" sect * from sect  f"", ""-9052\"" union  select"", "" select * froim sect""]",
seqgan_improved__phase3__union__F__200__V7__raw_character__len20__gpre80__reward_on__seed88,seqgan_improved,phase3,union,F,200,V7,88,raw_character,20,80,on,0.7,8,0.09488288313150406,0.17636590003967284,0.032095372676849365,0.309375,0.11527925729751587,0.004309634759120939,0.016428809612989426,0.4751376544435819,0.98,0.020000000000000018,0.04,0.26,0.72,0.02,0.7311111111111112,0.7733333333333333,3.008400441000049,"["" )  select * frodom "", ""-133536%' A u select"", ""-1063\""3\""  u select *"", ""-44344\""   select * f"", "" select * from usele"", ""-413338\""  u )  m   s"", ""-8378\""   s sect from"", "" seyect * Ulectuseae"", ""-3835\"" un select * s"", ""-43634\"" un select * "", "" sect from select * "", ""-36434|  s n select "", "" select ** from u se"", ""-44'45\""   u select *"", "" select * frseoect *"", ""-3332\""   select * se"", ""-636423\""   un select"", "" sect * fro* from u "", ""-234'  sselect * fct"", ""-03666\"" uniom oselec"", "" select * froDuect f"", "" select * ( a select"", ""-64398'||  selectius"", ""-363036' un  select "", "" svect * frD u selec"", "" select usect * * fr"", ""-9064\"" una select * "", "" select * * bl selec"", "" select * from usero"", ""-3044'+  u select * "", "" select * from usele"", "" select  usect * fro"", ""-63336\""' select frdr"", ""-64365,n select * fl"", "" se select * from se"", ""-7633\""    s lect * f"", ""2$iselect *+ om usel"", ""-44%\"" un select * * "", "" select * frosec * s"", "" select * fromusect "", ""union select * * fro"", "" sect  * select * fr"", ""-44331' uselect * fr"", "" select * * from sec"", ""-745\""  un select * f"", "" sect m* * select m "", ""84|  sect usect  * s"", ""-353051\""    select *"", ""-64313 \""   uselect *"", ""-43703'    a(  selec""]",
seqgan_improved__phase3__union__F__200__V7__raw_character__len20__gpre80__reward_on__seed88,seqgan_improved,phase3,union,F,200,V7,88,raw_character,20,80,on,0.7,9,0.0945366621017456,0.1700765167673429,0.06376410722732544,0.2890625,0.13135361671447754,0.0049786078854026534,0.014327208511531353,0.31197664762536687,0.96,0.040000000000000036,0.04,0.36,0.64,0.0,0.7677777777777777,0.8077777777777777,3.469214326999918,"[""-63845\""    select * "", "" select * from usele"", ""-43633'  )    seleae"", ""= u select * from * "", ""7select * * from use"", "" sect * from useelec"", ""-7434\""    select' * "", ""-6535 select * from "", "" sect * usecti,om us"", "" sec * from usersect"", "" select frtrom usele"", "" sealect \"" sect * fr"", "" select from  usesel"", "" select * flect * fr"", ""-358\"" )   select * f"", "" select *) uselect *"", ""iolealct * from usel"", ""-238\"" unionioniom u "", ""n seselect * sersele"", "" select * from m use"", "" select * ( fct p fr"", "" select * fromusect "", ""io1aeselect * from u"", "" sect * frot usesele"", ""-5763%\""    select fr"", ""N* select * from u f"", ""-4379\""   s =  select"", ""-1715035\""    select "", ""ioselect * * n selec"", ""-47035\""  un s = sele"", "" select * from useel"", ""-33350\"" uselect * ) "", "" select * froflsect "", "" selsect * from om, "", ""select * * from user"", "" select usect * from"", ""-3067%\"" union aselec"", "" select sect * froed"", "" select * from users"", ""-633306' un select *"", ""-725%\"" sect fromusel"", "" setselect * *yfroms"", ""-30411%53\""  u sect s"", "" select * from usele"", ""-38304'+  uxuselect*"", "" select * from users"", "" select * userselect"", ""-4342%\"" )   u n sele"", ""-65307%\"" un select *"", "" select  * from usel""]",
seqgan_improved__phase3__union__F__200__V7__raw_character__len20__gpre80__reward_on__seed88,seqgan_improved,phase3,union,F,200,V7,88,raw_character,20,80,on,0.7,10,0.10196919739246368,0.153805610537529,0.046489381790161134,0.3203125,0.12863632440567016,0.0038018514098199334,0.020290160551667213,0.28073281347751616,0.88,0.12,0.06,0.24,0.76,0.0,0.7888888888888889,0.8233333333333333,3.3705885109998235,"["" select * from usele"", "" smselecta frt   sex"", ""nselect *t * from  s"", ""-781%0'    un select"", ""-435%' un sect ' use"", "" select * * * from s"", "" sect * d serselect "", "" select * from usele"", ""| select *  select u"", ""-764\"" u y select * f"", "" select * uselect * "", "" select * * from use"", "" select * (  select "", "" select * from usele"", "" select * * serselec"", "" serselect * from us"", ""-3123636' un select "", ""-5390\"" s l sect * fr"", ""  select * from usel"", "" select * from users"", "" select *  from s mu"", "" select * from  sect"", ""-7660\""' u n  selectt"", "" select * fct * fct "", ""-0767\""  u select * *"", "" select * from users"", "" sect * * from users"", ""  sel sect * select "", ""-111333230' *    sel"", ""-01063964\"" u n selec"", "" select * from serse"", ""-44221\""  u select * "", ""-18078\"" un select m "", "" selec1 * select * *"", "" serselect * from us"", "" select * * from use"", "" select * * felect *"", "" select * fect ferom"", ""-543\""\""   usele moJse"", ""-336' \""   se lect * "", ""-4443+' sect from us"", "" select from useelec"", ""-356331\""    sec * se"", "" sect * from uselect"", ""-7076'|+ uect * from"", ""-7632%\"" un select * "", "" sect * select * * f"", ""-3337'  select from "", "" select * * from use"", "" selectect * \""  sele""]",
