elapsed_seconds,allowed_concurrency,running,pending,cpu_percent,ram_percent,gpu_util_percent,gpu_memory_percent,gpu_memory_used_mb,gpu_memory_total_mb
0.0,100,0,64,1.3,1.7,0.0,0.00732421875,6.0,81920.0
113.1,100,64,0,100.0,42.9,99.0,37.025146484375,30331.0,81920.0
128.9,100,57,0,100.0,42.7,99.0,37.091064453125,30385.0,81920.0
144.4,100,50,0,100.0,43.0,99.0,37.105712890625,30397.0,81920.0
159.8,100,50,0,100.0,42.2,99.0,36.39404296875,29814.0,81920.0
175.3,100,50,0,100.0,41.4,99.0,35.697021484375,29243.0,81920.0
190.8,100,50,0,100.0,41.5,99.0,35.697021484375,29243.0,81920.0
206.2,100,50,0,100.0,41.7,99.0,35.699462890625,29245.0,81920.0
221.7,100,50,0,100.0,41.6,99.0,35.728759765625,29269.0,81920.0
237.2,100,48,0,100.0,40.9,99.0,35.093994140625,28749.0,81920.0
252.7,100,48,0,100.0,40.9,99.0,35.120849609375,28771.0,81920.0
268.1,100,48,0,100.0,40.9,99.0,35.125732421875,28775.0,81920.0
283.6,100,48,0,100.0,40.8,99.0,35.152587890625,28797.0,81920.0
299.1,100,47,0,100.0,40.8,99.0,35.274658203125,28897.0,81920.0
314.5,100,47,0,100.0,40.9,99.0,35.399169921875,28999.0,81920.0
330.0,100,47,0,100.0,40.8,99.0,35.628662109375,29187.0,81920.0
345.4,100,47,0,100.0,39.2,99.0,34.288330078125,28089.0,81920.0
360.8,100,47,0,100.0,36.1,99.0,31.5771484375,25868.0,81920.0
376.3,100,47,0,100.0,34.0,99.0,29.471435546875,24143.0,81920.0
391.7,100,47,0,100.0,33.9,99.0,29.471435546875,24143.0,81920.0
407.2,100,44,0,100.0,33.6,99.0,29.471435546875,24143.0,81920.0
422.6,100,41,0,100.0,33.4,99.0,29.471435546875,24143.0,81920.0
438.0,100,39,0,100.0,32.6,99.0,28.77197265625,23570.0,81920.0
453.5,100,38,0,100.0,31.8,99.0,28.076171875,23000.0,81920.0
468.8,100,38,0,100.0,30.9,99.0,27.379150390625,22429.0,81920.0
484.4,100,37,0,100.0,28.8,99.0,25.2734375,20704.0,81920.0
499.8,100,37,0,100.0,28.6,99.0,25.2734375,20704.0,81920.0
515.3,100,35,0,99.7,28.3,99.0,25.2734375,20704.0,81920.0
530.7,100,32,0,100.0,28.4,99.0,25.2734375,20704.0,81920.0
546.1,100,32,0,100.0,28.3,99.0,25.2734375,20704.0,81920.0
561.4,100,32,0,100.0,27.5,99.0,24.57763671875,20134.0,81920.0
576.9,100,32,0,100.0,27.6,99.0,24.57763671875,20134.0,81920.0
592.3,100,32,0,100.0,26.7,99.0,23.880615234375,19563.0,81920.0
607.7,100,31,0,100.0,26.8,99.0,23.880615234375,19563.0,81920.0
623.1,100,31,0,100.0,25.9,99.0,23.18359375,18992.0,81920.0
638.5,100,30,0,100.0,25.9,99.0,23.18359375,18992.0,81920.0
653.8,100,30,0,100.0,25.8,99.0,23.18359375,18992.0,81920.0
669.2,100,29,0,100.0,25.8,99.0,23.18359375,18992.0,81920.0
684.6,100,29,0,100.0,25.8,99.0,23.18359375,18992.0,81920.0
700.0,100,29,0,100.0,25.8,99.0,23.18359375,18992.0,81920.0
715.4,100,29,0,100.0,25.8,98.0,23.18359375,18992.0,81920.0
730.8,100,29,0,100.0,25.9,99.0,23.18603515625,18994.0,81920.0
746.2,100,29,0,100.0,25.8,99.0,23.18603515625,18994.0,81920.0
761.6,100,29,0,100.0,25.8,99.0,23.18603515625,18994.0,81920.0
777.0,100,29,0,100.0,25.8,99.0,23.18603515625,18994.0,81920.0
792.4,100,29,0,100.0,25.1,99.0,22.486572265625,18421.0,81920.0
807.8,100,29,0,100.0,25.0,99.0,22.486572265625,18421.0,81920.0
823.2,100,28,0,100.0,25.0,99.0,22.486572265625,18421.0,81920.0
838.6,100,28,0,100.0,25.0,99.0,22.486572265625,18421.0,81920.0
854.0,100,28,0,100.0,25.0,99.0,22.486572265625,18421.0,81920.0
869.3,100,28,0,100.0,25.0,99.0,22.486572265625,18421.0,81920.0
884.7,100,28,0,100.0,25.0,98.0,22.486572265625,18421.0,81920.0
900.1,100,28,0,100.0,25.0,99.0,22.486572265625,18421.0,81920.0
915.5,100,28,0,100.0,25.1,99.0,22.486572265625,18421.0,81920.0
930.8,100,28,0,100.0,25.1,99.0,22.486572265625,18421.0,81920.0
946.2,100,28,0,100.0,25.1,99.0,22.486572265625,18421.0,81920.0
961.6,100,28,0,100.0,25.1,99.0,22.486572265625,18421.0,81920.0
977.0,100,28,0,100.0,25.1,99.0,22.486572265625,18421.0,81920.0
992.4,100,28,0,100.0,25.1,99.0,22.486572265625,18421.0,81920.0
1007.8,100,28,0,100.0,25.2,99.0,22.486572265625,18421.0,81920.0
1023.2,100,28,0,100.0,25.2,99.0,22.486572265625,18421.0,81920.0
1038.6,100,28,0,100.0,25.3,98.0,22.486572265625,18421.0,81920.0
1053.9,100,28,0,100.0,25.4,99.0,22.486572265625,18421.0,81920.0
1069.3,100,28,0,100.0,25.4,99.0,22.486572265625,18421.0,81920.0
1084.7,100,28,0,100.0,25.4,98.0,22.486572265625,18421.0,81920.0
1100.1,100,28,0,100.0,25.5,98.0,22.486572265625,18421.0,81920.0
1115.5,100,28,0,100.0,25.4,98.0,22.486572265625,18421.0,81920.0
1130.9,100,28,0,100.0,25.4,99.0,22.486572265625,18421.0,81920.0
1146.2,100,28,0,100.0,25.4,98.0,22.486572265625,18421.0,81920.0
1161.6,100,28,0,100.0,25.4,99.0,22.486572265625,18421.0,81920.0
1177.0,100,28,0,100.0,25.5,99.0,22.486572265625,18421.0,81920.0
1192.4,100,28,0,100.0,25.4,98.0,22.486572265625,18421.0,81920.0
1207.7,100,28,0,100.0,25.5,99.0,22.486572265625,18421.0,81920.0
1223.1,100,28,0,100.0,25.5,99.0,22.486572265625,18421.0,81920.0
1238.5,100,28,0,100.0,25.4,98.0,22.486572265625,18421.0,81920.0
1253.9,100,28,0,100.0,25.5,99.0,22.486572265625,18421.0,81920.0
1269.3,100,28,0,100.0,25.4,99.0,22.486572265625,18421.0,81920.0
1284.7,100,28,0,100.0,25.5,99.0,22.486572265625,18421.0,81920.0
1300.0,100,28,0,100.0,25.5,99.0,22.486572265625,18421.0,81920.0
1315.5,100,28,0,100.0,25.5,99.0,22.486572265625,18421.0,81920.0
1330.8,100,28,0,100.0,25.5,99.0,22.486572265625,18421.0,81920.0
1346.2,100,28,0,100.0,25.4,98.0,22.486572265625,18421.0,81920.0
1361.6,100,28,0,100.0,25.5,99.0,22.486572265625,18421.0,81920.0
1376.9,100,28,0,100.0,25.4,99.0,22.486572265625,18421.0,81920.0
1392.3,100,28,0,100.0,25.4,99.0,22.486572265625,18421.0,81920.0
1407.7,100,28,0,100.0,25.4,99.0,22.486572265625,18421.0,81920.0
1423.0,100,28,0,100.0,25.4,99.0,22.486572265625,18421.0,81920.0
1438.4,100,28,0,100.0,25.5,99.0,22.486572265625,18421.0,81920.0
1453.8,100,28,0,100.0,25.4,99.0,22.486572265625,18421.0,81920.0
1469.2,100,28,0,100.0,25.4,99.0,22.486572265625,18421.0,81920.0
1484.6,100,28,0,100.0,25.4,99.0,22.486572265625,18421.0,81920.0
1499.9,100,28,0,100.0,25.4,99.0,22.486572265625,18421.0,81920.0
1515.3,100,28,0,100.0,25.4,99.0,22.486572265625,18421.0,81920.0
1530.7,100,28,0,100.0,25.4,99.0,22.486572265625,18421.0,81920.0
1546.1,100,28,0,100.0,25.5,99.0,22.486572265625,18421.0,81920.0
1561.5,100,28,0,100.0,25.5,99.0,22.486572265625,18421.0,81920.0
1576.8,100,28,0,100.0,25.5,99.0,22.486572265625,18421.0,81920.0
1592.2,100,28,0,100.0,25.4,99.0,22.486572265625,18421.0,81920.0
1607.6,100,28,0,100.0,25.5,99.0,22.486572265625,18421.0,81920.0
