id,label,payload_type,payload,retrieval_method,retrieval_source_id,retrieval_distance,payload_length,alpha_count,digit_count,space_count,upper_count,lower_count,symbol_count,printable_ratio,alpha_ratio,digit_ratio,space_ratio,symbol_ratio,entropy,single_quote_count,double_quote_count,dash_count,hash_count,slash_count,backslash_count,left_paren_count,right_paren_count,comma_count,semicolon_count,equals_count,greater_count,less_count,percent_count,plus_count,asterisk_count,at_count,url_encoded_count,hex_literal_count,unicode_escape_count,comment_marker_count,comparison_op_count,function_call_count,quoted_string_count,kw_select,kw_union,kw_where,kw_from,kw_sleep,kw_benchmark,kw_pg_sleep,kw_waitfor,kw_delay,kw_case,kw_when,kw_then,kw_else,kw_end,kw_exists,kw_order,kw_group,kw_having,kw_information_schema,kw_sysibm,kw_mysql,kw_sqlite,kw_substring,kw_substr,kw_ascii,kw_char,kw_cast,kw_convert,kw_concat,kw_update,kw_delete,kw_insert,kw_drop,kw_create,kw_table,kw_database,kw_user,kw_version,kw_and,kw_or,kw_not,kw_like,kw_by,sql_keyword_total,boolean_signal,union_signal,time_signal,error_signal,order_signal,exists_signal,stacked_signal
GAN_000001,attack,union,"-5217'||  (  select 'juen' from dual where 7336  =  7336 union all select 7336,7336,7336--",nearest_attack_euclidean,R000028,4.7702519769995,90.0325927734375,36.240230560302734,17.456470489501953,16.250905990600586,3.1860523223876953,24.040952682495117,8.698147773742676,0.9496232271194458,0.46795523166656494,0.15590636432170868,0.15557067096233368,0.14996978640556335,4.20963716506958,1.9535049200057983,-0.0802973285317421,1.689619541168213,0.169144406914711,-0.11251388490200043,-0.07994736731052399,0.6073745489120483,0.08948907256126404,1.8040597438812256,0.024273494258522987,0.7494298219680786,-0.00962595734745264,0.0013334252871572971,-0.35710152983665466,0.28415781259536743,-0.2320801168680191,0.031754493713378906,-0.2817513048648834,0.1117757260799408,0.3472846746444702,0.8057510256767273,0.7103930115699768,0.03267614170908928,0.2489382028579712,1.826968789100647,0.45898646116256714,0.7967742085456848,0.7791262865066528,-0.8490668535232544,0.22600887715816498,-0.7404213547706604,0.29426309466362,1.0311707258224487,0.03484984114766121,0.6000620722770691,0.15716509521007538,0.03675179183483124,-0.23408587276935577,-0.04984518885612488,0.4882909655570984,0.36360782384872437,0.2517208158969879,0.049547407776117325,-0.18272222578525543,-0.368252158164978,-0.255026638507843,-0.8778948783874512,0.22937951982021332,0.45030325651168823,-0.006137625314295292,-0.5555292963981628,-0.19975709915161133,0.38437575101852417,-0.37519338726997375,0.2089976966381073,-0.7452710270881653,-0.10218872129917145,0.4978434443473816,-0.5621146559715271,-0.1246882900595665,-0.7839999198913574,0.26608404517173767,-0.0739174485206604,-0.07257633656263351,-0.60722416639328,-0.09678862243890762,-0.5843062996864319,4.805718898773193,0.20248323678970337,0.7210555076599121,0.48449087142944336,-0.06335191428661346,-0.07287200540304184,0.05240350961685181,0.030416348949074745
GAN_000002,attack,union,"-5217'||  (  select 'juen' from dual where 7336  =  7336 union all select 7336,7336,7336--",nearest_attack_euclidean,R000028,6.681801953362491,88.53780364990234,33.77169418334961,14.640253067016602,17.5739688873291,4.60274076461792,18.495922088623047,8.00571060180664,0.4136054515838623,0.4849480092525482,0.09413086622953415,0.16952255368232727,0.14075686037540436,4.2229743003845215,2.331076145172119,-0.21975763142108917,1.8720598220825195,0.341099351644516,-0.21787665784358978,-0.08835889399051666,0.7478163242340088,0.47845298051834106,-0.6373958587646484,0.02147718518972397,0.676948606967926,0.2203146070241928,0.0010413886047899723,-0.6170429587364197,0.4582407474517822,-0.548206090927124,0.030610250309109688,-0.9090906977653503,0.3141363859176636,0.8779991269111633,0.7419975399971008,0.44717496633529663,0.06972665339708328,0.3118689954280853,1.9876980781555176,0.5288876891136169,0.6613860726356506,0.8748360872268677,-1.0914572477340698,0.144199937582016,-1.2779464721679688,0.2155194729566574,1.3656771183013916,-0.16362857818603516,0.9844035506248474,0.15469695627689362,-0.15501081943511963,-0.04689909517765045,-0.16075293719768524,0.04588625952601433,0.4020460844039917,0.46745896339416504,0.13959495723247528,0.038312334567308426,-1.189310908317566,-0.4643811583518982,-1.234912633895874,0.41055527329444885,0.8554662466049194,-0.022391676902770996,-0.9791659116744995,-0.3720449209213257,0.544597864151001,-0.928329348564148,0.21164759993553162,-1.0376343727111816,0.07566753029823303,1.0547581911087036,-0.5700474977493286,-0.10369781404733658,-0.9447226524353027,0.37585800886154175,-0.07322409003973007,-0.19929239153862,-0.8719306588172913,-0.016643039882183075,-0.7102126479148865,5.413227558135986,0.10449668765068054,0.9145950078964233,0.7456670999526978,-0.23151364922523499,0.22516107559204102,0.218275785446167,0.008973626419901848
GAN_000003,attack,union,"-3226'||  (  select 'ykdw' where 2617  =  2617 union all select 2617,2617--",nearest_attack_euclidean,R000077,4.460817374584165,90.63735961914062,31.98995018005371,21.88959312438965,17.80729866027832,2.7253406047821045,20.626192092895508,9.790223121643066,0.9719561338424683,0.42919546365737915,0.25540438294410706,0.17086009681224823,0.1434914767742157,4.1187357902526855,1.6225099563598633,-0.11674175411462784,2.2637312412261963,0.23798328638076782,-0.09758373349905014,-0.04117664322257042,0.34432053565979004,0.5652779936790466,1.6528987884521484,0.027553316205739975,0.6092631816864014,0.3381728231906891,0.001367474440485239,-0.14974014461040497,0.2878270447254181,-0.19703979790210724,0.2099768966436386,-0.4201066493988037,0.06916621327400208,0.30023086071014404,0.8515141606330872,0.5712360739707947,0.09048148989677429,0.22370955348014832,1.7604644298553467,0.4933531880378723,0.8903800249099731,0.6077361106872559,-0.6958624720573425,0.08320639282464981,-0.5603910088539124,0.29907092452049255,0.6818392276763916,0.16018597781658173,0.4152809679508209,0.35722237825393677,-0.21144433319568634,0.10731716454029083,-0.08913162350654602,0.27199429273605347,0.30828857421875,0.13423976302146912,0.06683855503797531,-0.14120760560035706,-0.3945033848285675,-0.3753773272037506,-0.5398201942443848,0.5244288444519043,0.4521011710166931,-0.027081184089183807,-0.4858996868133545,-0.3263131380081177,0.18167941272258759,-0.4024999141693115,0.018525898456573486,-0.8281680345535278,0.1040981262922287,0.5253256559371948,-0.3387538492679596,-0.1377289891242981,-0.21375910937786102,0.3161582350730896,-0.036396633833646774,-0.03670414164662361,-0.5340591669082642,0.2142038643360138,-0.42211446166038513,4.109726905822754,0.11384992301464081,0.9500680565834045,0.35222557187080383,-0.024663522839546204,0.22895470261573792,0.245616152882576,0.001695366227068007
GAN_000004,attack,union,"-5217'||  (  select 'juen' from dual where 7336  =  7336 union all select 7336,7336,7336--",nearest_attack_euclidean,R000028,4.108029692628518,87.24821472167969,35.740909576416016,18.40349769592285,15.677274703979492,2.8004729747772217,29.065107345581055,9.607497215270996,0.9297446608543396,0.44425931572914124,0.2032441347837448,0.16578708589076996,0.14001014828681946,4.196437835693359,1.949828028678894,-0.12495113164186478,2.007413387298584,0.1632881462574005,-0.06267737597227097,-0.0013707138132303953,0.5006654858589172,0.22419029474258423,1.9637728929519653,0.0441998653113842,0.8288370966911316,0.36585748195648193,0.004480550531297922,-0.19801877439022064,0.2846143841743469,-0.006647362373769283,0.11991868168115616,-0.20371493697166443,0.21495118737220764,0.3304242491722107,0.8357945084571838,0.5083910226821899,0.05482841655611992,0.28312087059020996,1.7321776151657104,0.5425772070884705,0.8002167344093323,0.938269853591919,-0.8175808191299438,0.18126985430717468,-0.6214181780815125,0.26731643080711365,0.6757395267486572,0.2275330275297165,0.41656559705734253,0.16092614829540253,-0.11812518537044525,-0.0924205332994461,-0.08875694870948792,0.2836908996105194,0.3275347352027893,0.2476648986339569,0.06385237723588943,-0.2408140003681183,-0.33486250042915344,-0.27449873089790344,-0.6879533529281616,0.24059365689754486,0.5636987090110779,-0.004216696135699749,-0.412395715713501,-0.4262525141239166,0.3038274943828583,0.06685452163219452,0.26617395877838135,-0.7767601609230042,0.013145163655281067,0.47795695066452026,-0.2871885895729065,-0.036112457513809204,-0.6513280868530273,0.21843324601650238,-0.004719064105302095,-0.05619419738650322,-0.34767842292785645,-0.08064991235733032,-0.46878862380981445,4.343692302703857,0.1819007247686386,0.8541885018348694,0.33436641097068787,0.08992845565080643,0.05444743484258652,0.19666612148284912,0.04842353239655495
GAN_000005,attack,union,"-5217'||  (  select 'juen' from dual where 7336  =  7336 union all select 7336,7336,7336--",nearest_attack_euclidean,R000028,6.471810455570813,100.14773559570312,34.04899978637695,15.141765594482422,18.88088035583496,5.076509475708008,18.747507095336914,7.634439468383789,0.9393906593322754,0.49298420548439026,0.09355492144823074,0.13500583171844482,0.14937008917331696,4.268845558166504,2.2482950687408447,-0.2243686467409134,1.5787081718444824,0.3418401777744293,-0.19876804947853088,-0.1913338303565979,0.6885419487953186,0.17211231589317322,0.679330587387085,-0.001594208530150354,0.8307898044586182,0.010739786550402641,0.02284579537808895,-0.592592716217041,0.3363475799560547,-0.4006560444831848,0.06977809965610504,-0.7045779228210449,-0.08662517368793488,0.7465306520462036,0.827092170715332,0.6245711445808411,0.0895577147603035,0.2932935357093811,1.9597764015197754,0.41768592596054077,0.8437365293502808,0.7038266658782959,-0.9277169704437256,0.44275522232055664,-1.168929934501648,0.462884783744812,1.5286951065063477,0.06571127474308014,1.0374326705932617,0.15728285908699036,-0.05324837192893028,0.09389146417379379,-0.11582189053297043,0.44623860716819763,0.47979408502578735,0.12238117307424545,0.11094383150339127,-0.544213593006134,-0.673172652721405,-0.8750354051589966,-1.2558014392852783,0.5227473378181458,0.45522987842559814,-0.018034519627690315,-0.816924512386322,-0.31622856855392456,0.7201984524726868,-0.7976155281066895,0.21517084538936615,-0.9661160111427307,-0.16806480288505554,0.8699101209640503,-0.63402259349823,-0.08953864872455597,-0.9802920818328857,0.16577450931072235,-0.12329572439193726,-0.18396836519241333,-0.8777413368225098,-0.08269492536783218,-0.6858338117599487,4.897892475128174,0.10868813842535019,0.7816648483276367,0.49975788593292236,-0.12596148252487183,0.2591760754585266,0.323752760887146,0.02668066695332527
GAN_000006,attack,union,"-3226'||  (  select 'ykdw' where 2617  =  2617 union all select 2617,2617--",nearest_attack_euclidean,R000077,4.987142467498674,94.98076629638672,31.58968734741211,17.083524703979492,16.681549072265625,3.5105605125427246,19.877775192260742,8.508031845092773,1.0383718013763428,0.46980705857276917,0.20362721383571625,0.163592129945755,0.14450617134571075,4.2164306640625,1.808447241783142,-0.11582619696855545,1.928991436958313,0.30255794525146484,-0.12199965119361877,-0.10940952599048615,0.43678849935531616,0.42114731669425964,0.7109541893005371,0.004406252410262823,0.7024087309837341,0.3673045039176941,0.03353443741798401,-0.3433515727519989,0.2808839976787567,-0.14231537282466888,0.2682649493217468,-0.3750894367694855,0.09312506765127182,0.42651671171188354,0.8657658100128174,0.48260360956192017,0.02967797964811325,0.18639537692070007,1.767480492591858,0.4115351438522339,0.8180955648422241,0.5777150392532349,-0.7738988399505615,0.3837401866912842,-0.5341641902923584,0.1910339742898941,0.9359491467475891,0.15032781660556793,0.4847763776779175,0.3054656982421875,-0.16741754114627838,-0.029193416237831116,0.00908702239394188,0.2879330813884735,0.4998152256011963,0.24882766604423523,0.0627601146697998,-0.2668899595737457,-0.33813607692718506,-0.684529185295105,-0.7406085729598999,0.62237548828125,0.3411262035369873,-0.00625650305300951,-0.46107834577560425,-0.3741813898086548,0.26907387375831604,-0.42269793152809143,0.1797906756401062,-1.071221113204956,0.09170623123645782,0.3233972191810608,-0.5290670990943909,-0.2130911648273468,-0.5315059423446655,0.2991490066051483,-0.042532213032245636,-0.05620638653635979,-0.6335986256599426,0.1275327503681183,-0.4059479534626007,4.755102634429932,0.1430390626192093,0.8745671510696411,0.271049827337265,0.10019911825656891,0.42137977480888367,0.13946077227592468,0.009822923690080643
GAN_000007,attack,union,"-5217'||  (  select 'juen' from dual where 7336  =  7336 union all select 7336,7336,7336--",nearest_attack_euclidean,R000028,4.238180811805203,88.35493469238281,33.616539001464844,18.733755111694336,15.296713829040527,2.3798224925994873,26.701677322387695,9.262520790100098,0.7110635638237,0.423687607049942,0.23241612315177917,0.17061583697795868,0.14029429852962494,4.167065620422363,1.6045701503753662,-0.018227290362119675,2.3817195892333984,0.20856869220733643,-0.05936800688505173,-0.028137799352407455,0.4469166100025177,0.6042065620422363,1.3792870044708252,0.011796741746366024,0.7645847201347351,0.34236401319503784,0.012957321479916573,-0.13270561397075653,0.24009805917739868,-0.16253046691417694,0.20686818659305573,-0.4004327356815338,0.1388462632894516,0.3990654945373535,0.8531268835067749,0.41057807207107544,0.13602520525455475,0.3091752827167511,1.6364856958389282,0.6231298446655273,0.7036399841308594,0.7154521942138672,-0.614056408405304,0.14888332784175873,-0.5217689275741577,0.2177620828151703,0.6556215882301331,0.1973704844713211,0.49572718143463135,0.18070094287395477,-0.03175913915038109,0.06950777024030685,0.07369818538427353,0.1715620905160904,0.5572318434715271,0.14781565964221954,0.06446515023708344,0.00534762442111969,-0.5349646806716919,-0.3404396176338196,-0.47906023263931274,0.2792050540447235,0.7005780935287476,-0.015017944388091564,-0.605383574962616,-0.35036709904670715,0.3263751268386841,-0.16373491287231445,0.19291344285011292,-0.7226318120956421,0.070191890001297,0.34022870659828186,-0.2903761565685272,-0.1813371181488037,-0.4637652635574341,0.267758846282959,0.0036529505159705877,-0.06670223921537399,-0.4708632826805115,0.129554882645607,-0.3048245906829834,4.294404029846191,0.09007171541452408,1.0293655395507812,0.26244327425956726,-0.02206796407699585,0.23891285061836243,0.2912244498729706,0.007036862429231405
GAN_000008,attack,union,"-5217'||  (  select 'juen' from dual where 7336  =  7336 union all select 7336,7336,7336--",nearest_attack_euclidean,R000028,4.8530347825181765,92.44161987304688,37.18794250488281,17.033174514770508,15.769217491149902,2.8947269916534424,22.161556243896484,9.183277130126953,0.9694188833236694,0.44458627700805664,0.21427811682224274,0.1288394033908844,0.1580042839050293,4.287370204925537,1.798370599746704,-0.04496202990412712,1.856045126914978,0.14347344636917114,-0.051825642585754395,-0.08800829946994781,0.5222998857498169,0.041982147842645645,1.903250813484192,0.0665733739733696,0.7095222473144531,0.11418799310922623,0.05012940242886543,-0.31984052062034607,0.245233952999115,-0.22999323904514313,0.06799904257059097,-0.19369471073150635,0.08215837180614471,0.289851576089859,0.840064525604248,0.6407724618911743,0.11571911722421646,0.31766659021377563,1.7161043882369995,0.49924564361572266,0.6475359201431274,0.7871153354644775,-0.7069247364997864,0.07750621438026428,-0.905994176864624,0.1942649632692337,0.9974024295806885,0.3678973913192749,0.6818563342094421,0.1421840786933899,-0.151687353849411,0.13132327795028687,0.04822196066379547,0.5543012619018555,0.483925461769104,0.01341424323618412,0.06729493290185928,-0.2650139331817627,-0.5059547424316406,-0.3164822459220886,-0.8360282182693481,0.12154145538806915,0.5229901075363159,-0.0151069862768054,-0.5294722318649292,0.03556722775101662,0.492660790681839,-0.00980018824338913,0.08393887430429459,-0.8463283777236938,-0.15014198422431946,0.5025832653045654,-0.786304235458374,0.044688329100608826,-0.7737542986869812,0.17670810222625732,-0.04036486893892288,-0.03260769322514534,-0.82026606798172,-0.08881135284900665,-0.738143801689148,3.7026028633117676,0.16623038053512573,1.035053014755249,0.1348167359828949,0.0037545450031757355,0.028722800314426422,0.11046692728996277,0.00028378856950439513
GAN_000009,attack,union,"-5217'||  (  select 'juen' from dual where 7336  =  7336 union all select 7336,7336,7336--",nearest_attack_euclidean,R000028,4.105654696983212,91.52090454101562,33.127323150634766,22.226255416870117,16.842708587646484,2.4840087890625,25.587160110473633,9.830976486206055,1.0907407999038696,0.42812609672546387,0.22481609880924225,0.1616913229227066,0.1412068009376526,4.177421569824219,2.096729040145874,0.05202822759747505,1.9624407291412354,0.252690851688385,-0.1734386682510376,-0.09586292505264282,0.5132843255996704,0.5516336560249329,2.216420888900757,0.029810398817062378,0.5799474120140076,0.2422601282596588,-0.03346850350499153,-0.08380965888500214,0.27041253447532654,-0.035094693303108215,0.12576982378959656,-0.24417567253112793,-0.3428631126880646,0.2251443713903427,0.9146043062210083,0.7067973613739014,0.03972241282463074,0.22353540360927582,1.7120879888534546,0.48377180099487305,0.910082221031189,0.5504704117774963,-0.5836911797523499,0.28650516271591187,-0.405062735080719,0.13901396095752716,0.7589330673217773,0.10575932264328003,0.34460484981536865,0.27780377864837646,-0.1347438395023346,0.10472261160612106,-0.037566881626844406,0.16696971654891968,0.6215535998344421,0.33164599537849426,0.036905840039253235,-0.09519088268280029,-0.10198618471622467,-0.2239961475133896,-0.5270442366600037,0.5466256141662598,-0.014889813959598541,-0.004649695940315723,-0.22075872123241425,-0.2759450376033783,0.275250107049942,-0.4123031795024872,0.26415663957595825,-0.6317276358604431,-0.0010768305510282516,0.36069855093955994,-0.10672599077224731,-0.22209635376930237,-0.3290788531303406,0.31971997022628784,-0.06387022882699966,-0.08477336913347244,-0.29808950424194336,-0.03445938974618912,-0.32185491919517517,4.6354079246521,0.08087912201881409,0.9508365988731384,0.45274901390075684,0.12511789798736572,0.03707148879766464,0.13768450915813446,0.04994668811559677
GAN_000010,attack,union,"-5217'||  (  select 'juen' from dual where 7336  =  7336 union all select 7336,7336,7336--",nearest_attack_euclidean,R000028,5.3629190112396214,92.5091781616211,38.00246047973633,13.923259735107422,15.920620918273926,3.520836114883423,22.025665283203125,8.192172050476074,0.9068737030029297,0.4598892629146576,0.1641424596309662,0.1583234667778015,0.14215509593486786,4.250723838806152,1.8946973085403442,-0.11255050450563431,2.0039541721343994,0.22817444801330566,-0.07440797984600067,-0.05677080526947975,0.5075723528862,0.5604949593544006,1.2529926300048828,0.011740355752408504,0.8561286926269531,0.2946585416793823,0.03583015874028206,-0.3950338065624237,0.18542897701263428,-0.17397074401378632,0.21461348235607147,-0.44271546602249146,0.09663952142000198,0.5764008164405823,0.875011146068573,0.315422922372818,0.0934598296880722,0.185469850897789,1.8120512962341309,0.38420313596725464,0.6358999609947205,0.6445536017417908,-0.8884636759757996,0.44447439908981323,-0.7292729616165161,0.17485804855823517,0.8572825789451599,0.3483978807926178,0.7572837471961975,0.23256398737430573,-0.11086007952690125,0.09188023209571838,-0.03178969770669937,0.4463348388671875,0.599612832069397,0.25116050243377686,0.09621920436620712,-0.32063210010528564,-0.6562263369560242,-0.6171843409538269,-1.0158056020736694,0.2633213400840759,0.6426077485084534,-0.0045349253341555595,-0.768848717212677,-0.41350629925727844,0.8036159873008728,-0.36784684658050537,0.2852616012096405,-0.8887736201286316,0.023355577141046524,0.3942527174949646,-0.5146825909614563,-0.15415996313095093,-0.7919964790344238,0.23740024864673615,-0.03967992216348648,-0.11165798455476761,-0.653795599937439,-0.08771778643131256,-0.8419672250747681,4.998411178588867,0.17776572704315186,1.0324134826660156,0.17322126030921936,-0.13552480936050415,0.4592989981174469,0.457441121339798,0.001996380975469947
