epoch,critic_loss,generator_loss
1,8.736628913879395,0.33873236179351807
2,6.7855730056762695,1.1445013284683228
3,3.0687450408935546,2.3261539936065674
4,-1.6559165477752686,3.397134304046631
5,-6.273620319366455,4.85282039642334
6,-9.903199005126954,6.250268459320068
7,-11.621830177307128,6.288143157958984
8,-12.136158180236816,6.719961643218994
9,-12.096785926818848,6.463631629943848
10,-11.502841567993164,4.902065277099609
11,-11.079507446289062,2.9591686725616455
12,-10.450795364379882,2.8751578330993652
13,-9.793262100219726,1.5207961797714233
14,-8.930753326416015,0.7724447846412659
15,-8.443995952606201,-0.38696420192718506
16,-7.741934394836425,-1.2878168821334839
17,-6.689176177978515,-4.071867942810059
18,-6.01889476776123,-4.383039474487305
19,-5.5360386848449705,-5.257712364196777
20,-5.302045249938965,-5.683903694152832
21,-4.889768600463867,-5.920197010040283
22,-4.241953802108765,-6.908026218414307
23,-4.208062219619751,-7.311126708984375
24,-4.1987653255462645,-7.181369781494141
25,-3.910365915298462,-7.609359264373779
26,-3.2581336975097654,-8.384610176086426
27,-2.836816835403442,-8.706072807312012
28,-2.6590559005737306,-9.719372749328613
29,-2.4792360782623293,-9.436734199523926
30,-2.28228702545166,-9.776327133178711
31,-1.9966153860092164,-9.213835716247559
32,-1.732006812095642,-8.825935363769531
33,-1.5480888843536378,-8.801373481750488
34,-1.3425631403923035,-8.380038261413574
35,-1.6321995735168457,-8.399742126464844
36,-1.6959962844848633,-8.57468032836914
37,-1.7620849370956422,-7.679268836975098
38,-1.4518575429916383,-8.120641708374023
39,-1.4482338905334473,-8.0508451461792
40,-1.325070309638977,-8.58044719696045
41,-0.7866469085216522,-7.550328254699707
42,-0.8161050617694855,-8.072100639343262
43,-1.0182935774326325,-8.615652084350586
44,-0.6277979284524917,-9.283370018005371
45,-0.35429580211639405,-9.295652389526367
46,-0.6893078029155731,-8.338960647583008
47,-0.7972032010555268,-8.184722900390625
48,-0.8774792671203613,-8.27593994140625
49,-1.0752397775650024,-7.92919921875
50,-1.0093337059020997,-8.066961288452148
51,-1.0186495304107666,-7.742158889770508
52,-0.7675397157669067,-7.640158653259277
53,-0.5902830362319946,-8.09140682220459
54,-0.7876540899276734,-8.708976745605469
55,-0.6842811405658722,-8.832252502441406
56,-0.861238443851471,-9.065386772155762
57,-0.41333394274115565,-9.001173973083496
58,-0.23055429756641388,-8.392036437988281
59,-0.9442071050405503,-7.606115818023682
60,-1.0296258211135865,-7.819850444793701
61,-1.0593505263328553,-6.8836469650268555
62,-0.8583995461463928,-6.458385467529297
63,-0.9527894258499146,-6.240212917327881
64,-0.8002034738659859,-6.626589298248291
65,-0.6351742304861545,-6.696887016296387
66,-0.2726868033409119,-6.988762378692627
67,-0.318040831387043,-7.3258771896362305
68,0.004495275020599365,-7.3935699462890625
69,-0.3652686268091202,-6.982018947601318
70,-0.5312330722808838,-7.271333694458008
71,-0.9806350037455559,-5.971646785736084
72,-1.2020612716674806,-5.552862644195557
73,-2.1357983350753784,-4.951692581176758
74,-2.409430003166199,-4.769688606262207
75,-2.7311155557632447,-4.222677707672119
76,-2.5839443683624266,-3.8157880306243896
77,-2.199323225021362,-4.160384178161621
78,-2.0711319208145142,-4.026108264923096
79,-1.7804882407188416,-3.5104193687438965
80,-0.9181406259536743,-3.931269884109497
81,-0.6323682427406311,-4.360886096954346
82,-0.4730150207877159,-4.957728385925293
83,-0.2474648654460907,-4.701307773590088
84,-0.38838509023189544,-4.804265975952148
85,-0.5576192706823349,-4.781980037689209
86,-1.090142807364464,-4.108602523803711
87,-1.3576074600219727,-4.3970842361450195
88,-1.9512124896049499,-4.2276530265808105
89,-2.215445911884308,-3.2764012813568115
90,-2.554786038398743,-3.4443628787994385
91,-2.266838252544403,-3.230381488800049
92,-2.251933717727661,-1.6798052787780762
93,-1.497676181793213,-1.5204702615737915
94,-1.3971127152442933,-2.0725722312927246
95,-0.8953356117010116,-1.5792886018753052
96,-0.8025992214679718,-1.3996349573135376
97,-0.7020214915275573,-1.4637954235076904
98,-1.2158301770687103,-1.0309911966323853
99,-0.9457217305898666,-1.1469672918319702
100,-1.54948850274086,-0.4682196080684662
101,-1.5631477236747742,0.3108329474925995
102,-1.774607503414154,0.0886472687125206
103,-2.6009227991104127,0.583793580532074
104,-2.335506021976471,0.5260746479034424
105,-2.1536755323410035,0.4986315071582794
106,-2.228977417945862,0.3955622911453247
107,-1.8183382034301758,-0.03523767367005348
108,-1.503724879026413,-0.7479187846183777
109,-1.0479605197906494,-0.9338902235031128
110,-0.4407316267490387,-1.7857362031936646
111,-0.8580317974090577,-1.4019668102264404
112,-0.8735659897327424,-2.017385959625244
113,-0.9611331015825272,-2.1849281787872314
114,-1.3540236175060272,-2.250155448913574
115,-1.7953305661678314,-2.2725725173950195
116,-2.0478508949279783,-1.0280877351760864
117,-2.3429766416549684,-2.0167856216430664
118,-2.546548938751221,-1.6799135208129883
119,-2.322223401069641,-1.8912773132324219
120,-1.7640385985374452,-1.5448215007781982
121,-2.0355535626411436,-1.7363914251327515
122,-2.1116034269332884,-1.8127033710479736
123,-1.7773170828819276,-1.648283839225769
124,-1.444913598895073,-1.24810791015625
125,-1.4643466591835022,-1.8690807819366455
126,-0.8399701565504074,-2.0263280868530273
127,-0.44026658236980437,-2.129824161529541
128,-1.2656699299812317,-2.1987857818603516
129,-1.5394243836402892,-2.1748671531677246
130,-1.8691924571990968,-1.9656076431274414
131,-2.5087751865386965,-1.6098904609680176
132,-2.1622863173484803,-1.0132516622543335
133,-2.716716432571411,-0.7088804841041565
134,-2.3496957302093504,-0.8718626499176025
135,-1.7309278964996337,-1.715895652770996
136,-1.6320051372051239,-0.7382657527923584
137,-1.2273295402526856,-1.0721707344055176
138,-1.3626213431358338,-1.2908501625061035
139,-1.1591234982013703,0.2576963007450104
140,-0.9737810879945755,0.7140432596206665
141,-1.349571430683136,1.7236372232437134
142,-0.9696481764316559,2.8189337253570557
143,-1.7492471277713775,3.4778552055358887
144,-1.8286139011383056,3.3134725093841553
145,-2.495455968379974,3.603916645050049
146,-2.8933582067489625,3.27995228767395
147,-2.734265851974487,2.805743932723999
148,-2.291759729385376,2.22922945022583
149,-2.015862965583801,1.7935175895690918
150,-1.4554915100336074,0.1322959065437317
151,-0.9130896866321564,-1.1022484302520752
152,-0.5612910404801369,-1.814529299736023
153,-1.06323669180274,-3.6401519775390625
154,-0.6725008130073548,-4.5246357917785645
155,-1.517635852098465,-3.9720261096954346
156,-2.0526111364364623,-3.5599541664123535
157,-2.3672425031661986,-4.247762203216553
158,-2.340485668182373,-3.3339731693267822
159,-2.729856812953949,-1.628450632095337
160,-1.5386409521102906,-2.065629482269287
161,-1.2613061845302582,-2.4952776432037354
162,-0.5793604239821434,-3.287161350250244
163,-0.48672214448451995,-3.5332531929016113
164,-0.895798259973526,-3.519592523574829
165,-1.0020474314689636,-2.4652259349823
166,-1.7541233777999878,-0.5738933682441711
167,-2.5697768926620483,0.3291480541229248
168,-1.674233892560005,0.43123114109039307
169,-2.3567012310028077,-0.25633662939071655
170,-1.6155718326568604,-0.3638515770435333
171,-1.3467460989952087,-0.2741364538669586
172,-1.0102054178714752,-0.43066561222076416
173,-0.19073477685451506,0.1631479412317276
174,-0.8424834191799164,0.5702161192893982
175,-0.9531439304351806,1.1592644453048706
176,-1.8291072845458984,0.8054351210594177
177,-2.723517394065857,1.790104627609253
178,-2.8821842670440674,1.9319828748703003
179,-2.5635417222976686,1.7652482986450195
180,-2.0938265323638916,1.578782081604004
181,-1.0879298448562622,2.4773693084716797
182,-1.0967705011367799,1.299768328666687
183,-0.4685972571372986,0.8249533772468567
184,-0.7302029311656952,0.005855760537087917
185,-1.261847546696663,0.598883867263794
186,-1.7355003356933594,1.6655495166778564
187,-1.6531936645507812,1.0275641679763794
188,-1.7706820487976074,1.0786798000335693
189,-1.668435800075531,-0.23310279846191406
190,-1.4699872612953186,-1.1338704824447632
191,-1.4337850332260131,-1.0743193626403809
192,-0.9553681492805481,-1.3876124620437622
193,-1.0209545850753785,-2.271641492843628
194,-2.243371367454529,-0.2853374779224396
195,-2.6612749814987184,-0.26426953077316284
196,-2.2650436639785765,0.5919603705406189
197,-1.3773149371147155,1.134421467781067
198,-0.8322732150554657,1.0177035331726074
199,0.035084308683872224,0.5229487419128418
200,0.5883704364299774,0.33816733956336975
201,-0.16135897636413574,2.4080207347869873
202,-1.6043339729309083,4.487155914306641
203,-2.487310028076172,5.45123291015625
204,-1.6285653114318848,5.251218318939209
205,-1.2960425853729247,5.209916591644287
206,0.3540907591581345,3.1460165977478027
207,-0.25360276997089387,2.9177157878875732
208,-1.8713691711425782,4.354581832885742
209,-1.9252840042114259,3.5780835151672363
210,-1.4821047723293304,3.9611144065856934
211,-1.213576567173004,3.430765151977539
212,-0.3053706407546997,1.2414956092834473
213,0.20907480716705323,1.890345573425293
214,-0.8794476985931396,2.9944629669189453
215,-0.8158500134944916,3.7869253158569336
216,-0.31284782886505125,0.8707901835441589
217,0.3936553955078125,0.967363715171814
218,-0.25240797102451323,0.13727383315563202
219,-1.08908259421587,-1.0582127571105957
220,-0.36795795857906344,-0.2091221958398819
221,-0.43250392079353334,-1.39519464969635
222,-0.7136606335639953,-0.8162628412246704
223,-1.1058373689651488,-1.464755654335022
224,-0.7904297471046448,-0.7564955949783325
225,-1.2257092952728272,-2.453561544418335
226,-1.0256716758012772,-2.206547975540161
227,-0.8938984036445617,-2.1823906898498535
228,-0.4814651131629944,-2.5630457401275635
229,-1.6955362796783446,-2.335294008255005
230,-0.8748441815376282,-2.5302398204803467
231,-0.8987454608082771,-2.1390345096588135
232,-0.5488966047763825,-1.631639003753662
233,-1.4885385572910308,-1.7793468236923218
234,-1.393367075920105,-1.048034906387329
235,-1.4165465354919433,-1.7518246173858643
236,-1.0449393212795257,0.25143519043922424
237,-1.5306780457496643,-1.3415112495422363
238,-1.7891848921775817,-1.000831127166748
239,-1.597099232673645,0.5882647633552551
240,-2.1900317072868347,1.7759573459625244
241,-2.0648691058158875,1.39345383644104
242,-1.865424633026123,1.9913111925125122
243,-1.926550555229187,2.159379005432129
244,-1.6498871088027953,0.8125669360160828
245,-1.3376893997192383,1.4006150960922241
246,-0.2854165852069855,1.486263394355774
247,-0.8391390241682529,1.151442050933838
248,-0.8110575377941132,1.6412498950958252
249,-0.8657236903905868,0.8822996020317078
250,-1.185173350572586,2.121032953262329
251,-1.852460378408432,3.0456128120422363
252,-1.6573637068271636,4.268399715423584
253,-2.647824317216873,5.60104513168335
254,-2.1103657245635987,5.408534526824951
255,-2.776618766784668,3.778264045715332
256,-1.4335118055343627,3.886547327041626
257,-2.215969133377075,4.628911972045898
258,-1.4205834507942199,3.029589891433716
259,-1.1737207055091858,3.748866081237793
260,-1.3598658919334412,4.926137924194336
261,-1.3594404995441436,3.4370412826538086
262,-1.5162106990814208,3.8288886547088623
263,-2.099345302581787,3.279695510864258
264,-2.048756241798401,3.6529014110565186
265,-1.674376553297043,1.835184931755066
266,-2.4730589151382447,2.1067698001861572
267,-1.1151124954223632,2.627269983291626
268,-2.2236085414886473,1.2977179288864136
269,-1.5661280632019043,2.2415428161621094
270,-2.615897059440613,0.9422512054443359
271,-1.897108244895935,2.917830467224121
272,-1.9041206598281861,2.4706101417541504
273,-2.254473403096199,2.7293710708618164
274,-1.743013858795166,1.9061760902404785
275,-1.524318528175354,2.532144784927368
276,-1.619774305820465,1.2574613094329834
277,-1.3715383529663085,0.13325226306915283
278,-1.5708948493003845,1.5054131746292114
279,-1.779518610239029,2.819206476211548
280,-2.2557830929756166,4.252190113067627
281,-2.9432207584381103,5.212095260620117
282,-2.808427405357361,6.201226234436035
283,-2.723002481460571,6.0048747062683105
284,-1.7622127771377563,7.850187301635742
285,-1.6933850407600404,6.7387375831604
286,-1.0729146301746368,7.0343122482299805
287,-2.2279762506484984,6.529910087585449
288,-1.0367724657058717,7.94188117980957
289,-1.4308953166007996,7.126926422119141
290,-1.9820734530687332,6.203475475311279
291,-2.2536527156829833,7.439542770385742
292,-2.74716112613678,7.1029953956604
293,-2.326397180557251,7.3046417236328125
294,-2.1367102384567263,5.375908374786377
295,-1.5067641973495483,5.93313455581665
296,-1.79983229637146,4.737837314605713
297,-1.1680154204368591,4.56950044631958
298,-1.0555620551109315,3.6538355350494385
299,-1.807965087890625,4.547877788543701
300,-1.6136539608240128,5.3677473068237305
