id,label,payload_type,payload,retrieval_method,retrieval_source_id,retrieval_distance,payload_length,alpha_count,digit_count,space_count,upper_count,lower_count,symbol_count,printable_ratio,alpha_ratio,digit_ratio,space_ratio,symbol_ratio,entropy,single_quote_count,double_quote_count,dash_count,hash_count,slash_count,backslash_count,left_paren_count,right_paren_count,comma_count,semicolon_count,equals_count,greater_count,less_count,percent_count,plus_count,asterisk_count,at_count,url_encoded_count,hex_literal_count,unicode_escape_count,comment_marker_count,comparison_op_count,function_call_count,quoted_string_count,kw_select,kw_union,kw_where,kw_from,kw_sleep,kw_benchmark,kw_pg_sleep,kw_waitfor,kw_delay,kw_case,kw_when,kw_then,kw_else,kw_end,kw_exists,kw_order,kw_group,kw_having,kw_information_schema,kw_sysibm,kw_mysql,kw_sqlite,kw_substring,kw_substr,kw_ascii,kw_char,kw_cast,kw_convert,kw_concat,kw_update,kw_delete,kw_insert,kw_drop,kw_create,kw_table,kw_database,kw_user,kw_version,kw_and,kw_or,kw_not,kw_like,kw_by,sql_keyword_total,boolean_signal,union_signal,time_signal,error_signal,order_signal,exists_signal,stacked_signal
GAN_000001,attack,boolean,"1'+  (  select 'asmj' where 7808  =  7808 or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5   )    )   +'",nearest_attack_euclidean,R000012,4.962812561239309,181.6312713623047,50.0550537109375,21.402997970581055,57.342647552490234,0.1028841957449913,46.0267219543457,17.92620849609375,1.1331263780593872,0.3486250340938568,0.21087606251239777,0.3300393223762512,0.1659582108259201,3.581268072128296,2.1726319789886475,0.4299308955669403,0.7610265016555786,0.033081889152526855,0.017442217096686363,-0.4369264841079712,1.8557546138763428,6.525586128234863,0.9913458228111267,-0.2741333544254303,1.3807002305984497,0.06382088363170624,-0.6096983551979065,0.9602444171905518,-0.06992354989051819,-0.08666836470365524,0.36766454577445984,-0.2721359133720398,-0.2657993733882904,0.5635181665420532,0.22161616384983063,1.6707297563552856,3.1219520568847656,0.7898942232131958,0.047971177846193314,-0.5320096015930176,0.5023795962333679,0.2081180363893509,-0.1346551477909088,-0.47711050510406494,-0.7730880379676819,0.22615639865398407,0.5105823278427124,0.23454996943473816,0.20915210247039795,0.04087847098708153,0.15983356535434723,0.10748597234487534,-0.17902539670467377,-0.45139217376708984,0.5059407949447632,-0.2561720907688141,0.49805131554603577,0.26908624172210693,0.5880611538887024,-0.24472437798976898,0.01686926931142807,0.19896122813224792,0.02597932517528534,1.5713763236999512,-0.23588040471076965,-0.025173883885145187,-0.09114490449428558,0.33393239974975586,0.6453155279159546,0.08367295563220978,0.03467918932437897,0.6916857361793518,0.08849386125802994,0.3674670457839966,0.7205514311790466,0.07233969122171402,0.36699628829956055,0.3251402974128723,-0.45573198795318604,0.31760531663894653,0.35049936175346375,5.475861072540283,0.659554660320282,0.0221300907433033,0.14916637539863586,0.35278254747390747,-0.39544326066970825,-0.14859521389007568,-0.2919546961784363
GAN_000002,attack,boolean,"1'+  (  select 'asmj' where 7808  =  7808 or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5   )    )   +'",nearest_attack_euclidean,R000012,3.9820035606273305,166.4708709716797,44.048892974853516,25.081878662109375,61.982269287109375,0.14308956265449524,38.536109924316406,21.5701961517334,1.1001149415969849,0.3282133936882019,0.18777039647102356,0.36285340785980225,0.16122029721736908,3.5717036724090576,2.0504367351531982,0.49101075530052185,1.050737738609314,0.13789710402488708,0.03804117813706398,-0.24441076815128326,4.262477397918701,7.260684490203857,1.3380378484725952,-0.07224991917610168,1.5115493535995483,0.05754527822136879,-0.23594503104686737,0.6279279589653015,0.8673596978187561,0.12910369038581848,0.30486512184143066,-0.22839105129241943,-0.09848126769065857,0.07247456163167953,0.35679665207862854,1.8193585872650146,4.034122943878174,0.8387406468391418,0.4137876629829407,-0.1984853893518448,0.49960407614707947,0.1503772884607315,-0.08538444340229034,-0.28524649143218994,-0.311892032623291,-0.09761947393417358,0.2659902274608612,0.1424340307712555,0.1396145224571228,0.11699368804693222,0.08375056087970734,0.1704651117324829,-0.2005482167005539,-0.19225212931632996,0.29171186685562134,-0.17860281467437744,0.1421056091785431,0.32103097438812256,0.3680180609226227,-0.2525081932544708,-0.06753390282392502,0.1957656741142273,-0.12933912873268127,2.187164306640625,-0.11611057817935944,0.06996595859527588,-0.05429419130086899,0.030430972576141357,0.21724988520145416,0.05613197013735771,0.11670238524675369,0.3915509283542633,0.04781642556190491,0.18431702256202698,0.5366120338439941,0.1724747121334076,0.44179609417915344,0.48552536964416504,-0.23081013560295105,0.2222454845905304,0.15742072463035583,5.452621936798096,0.7295675277709961,0.07097822427749634,0.28892505168914795,0.2230679839849472,-0.25830405950546265,-0.2519083023071289,-0.231913223862648
GAN_000003,attack,boolean,"1'+  (  select 'asmj' where 7808  =  7808 or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5   )    )   +'",nearest_attack_euclidean,R000012,4.730856702382232,178.17994689941406,46.788780212402344,18.015060424804688,62.94313049316406,0.36659008264541626,37.910888671875,16.784597396850586,1.3652154207229614,0.35985636711120605,0.1886909455060959,0.35586175322532654,0.16489474475383759,3.518845558166504,1.7168095111846924,0.22250494360923767,1.3450820446014404,0.223741814494133,0.08732232451438904,-0.11302192509174347,1.9985229969024658,8.566387176513672,0.8699674010276794,-0.44333818554878235,1.6205040216445923,0.04067869856953621,-0.3623338043689728,0.560594379901886,-0.08566358685493469,-0.09508805721998215,0.6501643061637878,-0.6942976713180542,-0.1337602138519287,0.18076378107070923,0.24329428374767303,1.5283527374267578,5.143433570861816,0.8201942443847656,0.08052139729261398,-0.12303534895181656,0.5558730363845825,0.18679338693618774,0.0005564354360103607,-0.3367866277694702,-0.3305831849575043,-0.21195684373378754,0.16383115947246552,0.2490192949771881,0.10845047980546951,0.08570142835378647,0.06222258880734444,0.12294977903366089,-0.41342949867248535,-0.3505496084690094,0.33835604786872864,-0.5923176407814026,0.5278432965278625,0.2860361337661743,0.3032383620738983,-0.7018977999687195,0.058781884610652924,0.0549006462097168,0.2148074209690094,1.5735540390014648,-0.3823363184928894,-0.004233536310493946,-0.0391104593873024,-0.00853487104177475,0.23224841058254242,0.20604129135608673,0.18844078481197357,0.6351979374885559,0.017062554135918617,0.22128665447235107,0.7918610572814941,0.1277770698070526,0.30319944024086,0.41454243659973145,-0.5327502489089966,0.21335594356060028,0.12931498885154724,7.012801647186279,0.7355023622512817,0.0623369999229908,0.20242659747600555,0.013349942862987518,0.13237124681472778,-0.023887518793344498,-0.5509617328643799
GAN_000004,attack,boolean,"1'+  (  select 'asmj' where 7808  =  7808 or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5   )    )   +'",nearest_attack_euclidean,R000012,4.643540622496464,162.17254638671875,41.752017974853516,19.390281677246094,55.49263381958008,0.09013509005308151,42.00634765625,18.5328426361084,1.4022988080978394,0.3322887122631073,0.20675595104694366,0.3611786365509033,0.1694013625383377,3.466221570968628,1.6027426719665527,0.33509382605552673,0.8263330459594727,-0.024932127445936203,-0.03955800458788872,-0.2042859047651291,2.5085132122039795,5.462299346923828,1.300040364265442,-0.3070649802684784,1.461980938911438,-0.14937099814414978,-0.5406672954559326,0.7758244872093201,-0.014056351967155933,-0.08717792481184006,0.33696848154067993,-0.20191335678100586,-0.1107957661151886,0.25496265292167664,0.22786511480808258,1.663508415222168,2.6889424324035645,1.0557105541229248,0.18619419634342194,-0.35086971521377563,0.5396380424499512,0.1515652984380722,-0.3140413463115692,-0.39889436960220337,-0.7247315049171448,0.141619473695755,0.5874826908111572,0.1625397503376007,0.18556049466133118,0.0854065865278244,0.09652222692966461,0.08451274037361145,-0.33199095726013184,-0.2803674340248108,0.2529835104942322,-0.2353089451789856,0.16741128265857697,0.36799320578575134,0.4066312909126282,-0.15061743557453156,0.08071853965520859,0.08434506505727768,0.025688588619232178,1.7951422929763794,-0.3685761094093323,0.002706865780055523,-0.09287868440151215,0.22323013842105865,0.5075016021728516,0.010185588151216507,0.03374730050563812,0.5889138579368591,0.07207146286964417,0.1971401572227478,0.7873228192329407,0.2285638302564621,0.23922917246818542,0.40623438358306885,-0.3772726058959961,0.2904866337776184,0.3945346772670746,5.855907440185547,0.6908586621284485,-0.13351412117481232,0.5203233957290649,0.3812702000141144,-0.5430786609649658,-0.4388251304626465,-0.5085007548332214
GAN_000005,attack,boolean,"1'+  (  select 'asmj' where 7808  =  7808 or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5   )    )   +'",nearest_attack_euclidean,R000012,4.183437965163493,174.63116455078125,41.60037612915039,19.684431076049805,50.66739273071289,0.23609405755996704,39.35454177856445,18.581981658935547,1.333448886871338,0.34662601351737976,0.17329025268554688,0.3634655475616455,0.1586764007806778,3.525111198425293,1.6925640106201172,0.4360254406929016,0.895034670829773,0.27287423610687256,0.05710672214627266,-0.1364908069372177,3.4670848846435547,8.00887393951416,1.3542649745941162,-0.28884705901145935,1.6632834672927856,0.11503659188747406,-0.2145797163248062,0.549062967300415,0.5351657271385193,0.11374648660421371,0.29553598165512085,-0.2090378850698471,-0.11534231901168823,0.07376416772603989,0.3123566210269928,1.6522806882858276,3.869635820388794,0.8210170865058899,0.40219733119010925,-0.3028556704521179,0.5818510055541992,0.06653179973363876,-0.00795922614634037,-0.0990736335515976,-0.3434314429759979,-0.006968662142753601,0.4018971621990204,0.14332789182662964,0.15773077309131622,0.1393757313489914,0.08835311979055405,0.16595496237277985,-0.2537514865398407,-0.13636992871761322,0.360111266374588,-0.22728362679481506,0.08590610325336456,0.1661251187324524,0.42911219596862793,-0.48781031370162964,-0.15457485616207123,0.1709473431110382,-0.16375833749771118,2.017719030380249,-0.26297152042388916,0.0334366075694561,-0.05051907151937485,0.028834328055381775,0.30134329199790955,-0.06609637290239334,-0.03763941302895546,0.32452964782714844,0.27416926622390747,0.10045461356639862,0.5305221080780029,0.10243581235408783,0.39224180579185486,0.35163992643356323,-0.30958569049835205,0.20467473566532135,0.217928946018219,6.77163553237915,0.7461671233177185,0.06008431687951088,0.37838101387023926,0.3974093794822693,-0.2391543984413147,-0.1602039784193039,-0.3034791350364685
GAN_000006,attack,boolean,"1'+  (  select 'asmj' where 7808  =  7808 or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5   )    )   +'",nearest_attack_euclidean,R000012,4.968797911317266,199.1802978515625,50.22534942626953,16.48103904724121,55.281089782714844,0.15832866728305817,51.64649963378906,15.619293212890625,1.4021679162979126,0.3795391917228699,0.19052956998348236,0.3382360637187958,0.16529899835586548,3.4712541103363037,1.6209834814071655,0.10539670288562775,0.9948014616966248,-0.07984623312950134,-0.0011998069239780307,0.052158135920763016,2.3801076412200928,6.920314311981201,1.53074049949646,-0.47038716077804565,1.7403533458709717,-0.35525569319725037,-0.4744326174259186,0.6519142389297485,-0.2992972433567047,-0.02471165731549263,0.39856353402137756,-0.5979545712471008,-0.15910685062408447,0.6049740314483643,0.22963689267635345,1.515540599822998,4.697331428527832,1.0652168989181519,-0.08403492718935013,-0.31670546531677246,0.5731205940246582,0.10916105657815933,-0.3971317410469055,-0.2754589915275574,-0.5916232466697693,0.1955643594264984,0.4159619212150574,0.1805628389120102,0.23546229302883148,0.017666850239038467,0.1849128156900406,0.09341361373662949,-0.2885558605194092,-0.1574944108724594,0.49354690313339233,-0.5737892389297485,0.17481809854507446,0.2154710590839386,0.5677320957183838,-0.4665847718715668,-0.07962200045585632,-0.09594640135765076,0.060659296810626984,1.6097285747528076,-0.4621725082397461,0.0566871203482151,-0.041751690208911896,0.1818995177745819,0.4616290330886841,0.2610713839530945,-0.07369562238454819,0.5997663736343384,0.12213362008333206,0.09712214767932892,0.7875953316688538,-0.03626369684934616,0.17775264382362366,0.26147130131721497,-0.41605108976364136,0.29661595821380615,0.30166295170783997,6.576276779174805,0.6088895201683044,-0.06067788973450661,0.39805757999420166,0.14912478625774384,-0.334759384393692,-0.22903384268283844,-0.768434464931488
GAN_000007,attack,boolean,"1'+  (  select 'asmj' where 7808  =  7808 or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5   )    )   +'",nearest_attack_euclidean,R000012,4.55448203101155,170.7872772216797,39.476402282714844,17.901538848876953,58.487815856933594,0.25632244348526,29.49306869506836,18.25202178955078,1.1986408233642578,0.33082494139671326,0.1814369112253189,0.35993245244026184,0.16220799088478088,3.5026888847351074,1.6993131637573242,0.42662158608436584,0.9942254424095154,0.33597034215927124,0.00479706097394228,-0.2149815708398819,3.0262231826782227,8.356523513793945,0.7353323101997375,-0.35544899106025696,1.6152228116989136,0.07233491539955139,-0.19257022440433502,0.7452322244644165,0.5148849487304688,0.03451661393046379,0.5699741244316101,-0.39460447430610657,-0.12162259221076965,0.050737831741571426,0.3161989748477936,1.6057491302490234,4.525585174560547,0.7750283479690552,0.42670491337776184,-0.2855713665485382,0.5651010870933533,0.0821400061249733,-0.11858240514993668,-0.3556382656097412,-0.388019323348999,-0.07945042848587036,0.2236604541540146,0.18863047659397125,0.1749541163444519,0.1834098994731903,0.0661666989326477,0.18596185743808746,-0.3821079134941101,-0.19342158734798431,0.3995369076728821,-0.3390970528125763,0.27785876393318176,0.2676858603954315,0.3739416301250458,-0.6591854095458984,0.04566284269094467,0.3152001202106476,0.1082400307059288,1.8928142786026,-0.47410672903060913,-0.031564634293317795,-0.04303577542304993,-0.11585439741611481,0.047288406640291214,0.06691601872444153,0.06531903147697449,0.5360413789749146,0.3283556401729584,0.10779009759426117,0.7534735798835754,0.09913595765829086,0.3531486988067627,0.41452649235725403,-0.45397475361824036,0.22311992943286896,0.2793077230453491,6.219783782958984,0.6601729989051819,0.06639677286148071,0.2734086215496063,0.3087671399116516,-0.20639526844024658,-0.11523385345935822,-0.48978370428085327
GAN_000008,attack,boolean,"1'+  (  select 'asmj' where 7808  =  7808 or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5   )    )   +'",nearest_attack_euclidean,R000012,4.504813070300221,183.63136291503906,49.55509567260742,23.04271697998047,69.310791015625,0.15637053549289703,41.31468963623047,20.06361198425293,0.9946185350418091,0.32212671637535095,0.17985956370830536,0.3483518660068512,0.15745589137077332,3.578829765319824,2.338242769241333,0.35672447085380554,0.927726686000824,0.18372909724712372,0.12445318698883057,-0.1745646595954895,3.005546808242798,8.510775566101074,1.1523553133010864,-0.2042262703180313,1.635947346687317,0.08623454719781876,-0.3536040484905243,0.7421333193778992,0.23323914408683777,0.13887245953083038,0.502643346786499,-0.37443163990974426,-0.168791264295578,0.24925780296325684,0.4136025607585907,1.500960350036621,4.89271354675293,0.5472649335861206,0.3450360596179962,-0.09309287369251251,0.45662662386894226,0.14564110338687897,0.00274084135890007,-0.39838916063308716,-0.33603209257125854,0.039534952491521835,-0.1357545703649521,0.290848046541214,0.12917600572109222,0.12168776988983154,0.13525016605854034,0.1572629064321518,-0.18362219631671906,-0.3459116816520691,0.4166593551635742,-0.1838332712650299,0.40239986777305603,0.2638344466686249,0.4684227406978607,-0.4246552586555481,-0.1348913162946701,0.29493623971939087,0.05742659419775009,1.0079818964004517,-0.264611154794693,-0.08337512612342834,-0.0630231723189354,0.051622360944747925,0.14934971928596497,0.10920192301273346,0.07237277925014496,0.6413272023200989,0.24800759553909302,0.16284826397895813,0.6794867515563965,0.11303459107875824,0.42286598682403564,0.356559157371521,-0.3005545437335968,0.24387036263942719,0.3636684715747833,5.738131999969482,0.7171778082847595,0.1750025451183319,-0.048382945358753204,0.2683906853199005,-0.03259933739900589,0.09104650467634201,-0.22199486196041107
GAN_000009,attack,boolean,"1'+  (  select 'asmj' where 7808  =  7808 or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5   )    )   +'",nearest_attack_euclidean,R000012,3.895069829186902,165.8021240234375,47.22308349609375,21.2369384765625,61.96055603027344,0.1840122640132904,42.89990234375,18.929149627685547,1.163013219833374,0.3354487419128418,0.1887568086385727,0.3735426366329193,0.15947048366069794,3.5983071327209473,1.8167086839675903,0.41537776589393616,1.0405076742172241,0.16629600524902344,0.04498014971613884,-0.0053906189277768135,3.7767374515533447,7.088779926300049,1.5564900636672974,-0.08384563773870468,1.539124608039856,-0.007836958393454552,-0.3020966053009033,0.4521086812019348,0.5525420904159546,0.10938883572816849,0.2885546088218689,-0.1571519523859024,-0.054120954126119614,0.09580108523368835,0.31446951627731323,1.676936388015747,3.9558756351470947,0.8805845975875854,0.3858441710472107,-0.25115734338760376,0.49769535660743713,0.19113659858703613,-0.12614591419696808,-0.1817908138036728,-0.3300531506538391,-0.07181435078382492,0.41063639521598816,0.12576881051063538,0.11891352385282516,0.09795577824115753,0.08512642234563828,0.1015104427933693,-0.2815895676612854,-0.125285342335701,0.26755690574645996,-0.19307339191436768,0.2807135581970215,0.20429135859012604,0.2818562686443329,-0.2493034303188324,-0.09904502332210541,0.1284182071685791,-0.03570736572146416,2.441178321838379,-0.012951891869306564,0.04691523686051369,-0.014735172502696514,0.12157733738422394,0.1944350004196167,-0.010434146970510483,-0.0006490647792816162,0.3738366365432739,0.0716678649187088,0.1392211616039276,0.47323524951934814,0.19298546016216278,0.47856831550598145,0.49330058693885803,-0.1551748514175415,0.16123388707637787,0.13749343156814575,6.691088676452637,0.79817795753479,0.038284625858068466,0.3606623709201813,0.24457791447639465,-0.16589923202991486,-0.09543415158987045,-0.2579638361930847
GAN_000010,attack,boolean,"1'+  (  select 'asmj' where 7808  =  7808 or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5   )    )   +'",nearest_attack_euclidean,R000012,4.8277477388980445,194.4530029296875,38.709407806396484,19.064855575561523,60.79326629638672,0.37308481335639954,26.21221351623535,14.305489540100098,1.4453765153884888,0.3316894471645355,0.21147431433200836,0.3427577614784241,0.17025992274284363,3.5392682552337646,1.552598476409912,0.3309575021266937,1.1203505992889404,0.3492642045021057,0.049852486699819565,-0.33862659335136414,0.8560817241668701,7.751608371734619,0.9513144493103027,-0.44492530822753906,1.5789592266082764,0.06303693354129791,-0.21595335006713867,0.5855346918106079,0.22533807158470154,0.012896726839244366,0.7233043313026428,-0.3300202190876007,-0.18983015418052673,0.22620932757854462,0.2908419966697693,1.5552113056182861,4.1321120262146,0.7818685173988342,0.2952495217323303,-0.44244033098220825,0.6114203333854675,0.05154714733362198,-0.12750184535980225,-0.19582314789295197,-0.33139240741729736,0.133301243185997,0.4598298668861389,0.20190222561359406,0.18750067055225372,0.13418123126029968,0.07534219324588776,0.11119496077299118,-0.339522123336792,-0.10632967203855515,0.4303591251373291,-0.6609976887702942,0.4531756043434143,0.11055397987365723,0.5543872117996216,-0.866005539894104,-0.07398141920566559,0.3278431296348572,0.06434362381696701,1.4815351963043213,-0.3467918634414673,0.014176356606185436,-0.049099214375019073,-0.03984038531780243,0.15543624758720398,-0.004592917859554291,0.08078557997941971,0.5796605348587036,-0.05240931361913681,0.09476157277822495,0.9027660489082336,-0.022820554673671722,0.37950146198272705,0.43621981143951416,-0.5891456604003906,0.25138142704963684,0.18026772141456604,5.711019992828369,0.7185339331626892,0.051782604306936264,0.3212764263153076,0.11844517290592194,0.06558684259653091,-0.0768214762210846,-0.6017533540725708
