id,label,payload_type,payload,retrieval_method,retrieval_source_id,retrieval_distance,payload_length,alpha_count,digit_count,space_count,upper_count,lower_count,symbol_count,printable_ratio,alpha_ratio,digit_ratio,space_ratio,symbol_ratio,entropy,single_quote_count,double_quote_count,dash_count,hash_count,slash_count,backslash_count,left_paren_count,right_paren_count,comma_count,semicolon_count,equals_count,greater_count,less_count,percent_count,plus_count,asterisk_count,at_count,url_encoded_count,hex_literal_count,unicode_escape_count,comment_marker_count,comparison_op_count,function_call_count,quoted_string_count,kw_select,kw_union,kw_where,kw_from,kw_sleep,kw_benchmark,kw_pg_sleep,kw_waitfor,kw_delay,kw_case,kw_when,kw_then,kw_else,kw_end,kw_exists,kw_order,kw_group,kw_having,kw_information_schema,kw_sysibm,kw_mysql,kw_sqlite,kw_substring,kw_substr,kw_ascii,kw_char,kw_cast,kw_convert,kw_concat,kw_update,kw_delete,kw_insert,kw_drop,kw_create,kw_table,kw_database,kw_user,kw_version,kw_and,kw_or,kw_not,kw_like,kw_by,sql_keyword_total,boolean_signal,union_signal,time_signal,error_signal,order_signal,exists_signal,stacked_signal
GAN_000001,attack,error,"1' and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )   ",nearest_attack_euclidean,R000127,4.116898408985094,147.8308868408203,47.42418670654297,24.83113670349121,53.79963684082031,-0.7782295346260071,48.032188415527344,19.54340934753418,0.8346275687217712,0.3047291934490204,0.18750829994678497,0.36645838618278503,0.11411502212285995,3.805448293685913,0.9196894764900208,0.6890383362770081,0.6123999357223511,0.022287961095571518,0.4175933003425598,0.06192317605018616,4.989699363708496,5.2950758934021,3.928921699523926,0.08613993227481842,0.9580488801002502,-0.026712263002991676,-0.14716534316539764,0.044175609946250916,-0.13168561458587646,0.008674472570419312,0.1340770125389099,-0.01932326704263687,2.192608594894409,-0.14272662997245789,0.5509640574455261,1.0327988862991333,3.8954665660858154,0.5405911207199097,1.0491102933883667,-0.0694378986954689,0.10634695738554001,0.30803629755973816,-0.2580796480178833,0.20353275537490845,-0.16093313694000244,0.1029074564576149,0.26742982864379883,0.22899357974529266,0.30313169956207275,0.32880499958992004,0.06756283342838287,0.2923070192337036,-0.08622819185256958,-0.1107005700469017,-0.12963420152664185,-0.08501771837472916,-0.11121325194835663,0.013901803642511368,0.12302987277507782,0.44755953550338745,-0.04797842726111412,0.30103737115859985,-0.14034445583820343,0.20105357468128204,0.3355654776096344,0.05393453687429428,0.4947444200515747,0.08206482231616974,-0.04111797362565994,0.08198579400777817,0.017074838280677795,-0.06256735324859619,0.09864330291748047,-0.08566123247146606,0.016513952985405922,-0.011958576738834381,0.7920197248458862,0.24392591416835785,0.0968346893787384,-0.029533494263887405,-0.09520754963159561,4.186311721801758,0.5090320110321045,0.1786060631275177,0.14356206357479095,0.9392191171646118,0.1925145387649536,0.24781188368797302,0.2721269130706787
GAN_000002,attack,error,"1' and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )   ",nearest_attack_euclidean,R000127,3.922179224453712,146.91525268554688,45.930973052978516,25.31208038330078,53.473594665527344,1.2597101926803589,49.607120513916016,19.122241973876953,1.0359370708465576,0.295005738735199,0.1836930215358734,0.365779846906662,0.11584846675395966,3.787097692489624,0.7197107076644897,0.5558241009712219,0.5051401257514954,0.061743345111608505,0.2399468570947647,-0.0879049301147461,4.959062576293945,5.0895094871521,3.2672574520111084,0.10094702988862991,1.0418750047683716,0.035045213997364044,-0.046748172491788864,0.2057752162218094,-0.22244735062122345,0.008449196815490723,0.2754668891429901,0.0029081404209136963,2.12040114402771,-0.09956102073192596,0.429298996925354,1.121733546257019,3.78998064994812,0.20241563022136688,1.0029401779174805,0.048502128571271896,0.1432878077030182,0.5177033543586731,0.05673565715551376,0.18984659016132355,0.09848673641681671,0.15803778171539307,-0.008238285779953003,0.24764271080493927,0.17320363223552704,0.27617374062538147,0.10045553743839264,0.3292761445045471,-0.14367100596427917,-0.03845836967229843,0.11827683448791504,-0.09210566431283951,-0.12888720631599426,-0.05468124896287918,0.06707654893398285,0.345718652009964,-0.027160964906215668,0.33143627643585205,-0.03326864540576935,0.054053474217653275,0.42706385254859924,0.16075050830841064,0.5142932534217834,0.05983090400695801,-0.08686020225286484,-0.3178723156452179,-0.024526767432689667,-0.09862493723630905,-0.1386590600013733,-0.09173281490802765,0.01402099709957838,0.013614949770271778,0.623167872428894,0.14970022439956665,0.05442473664879799,-0.0021739869844168425,-0.01819353550672531,4.941289901733398,0.40846771001815796,0.23956981301307678,0.10217253863811493,0.8426459431648254,-0.14428961277008057,0.24056819081306458,0.16639387607574463
GAN_000003,attack,error,"1"" and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )   ",nearest_attack_euclidean,R000130,3.8439907815572876,148.5317840576172,45.183631896972656,27.038410186767578,54.014671325683594,1.1913455724716187,47.160160064697266,18.39246940612793,1.0147639513015747,0.31121891736984253,0.1789826899766922,0.37255892157554626,0.11631201952695847,3.7723915576934814,0.5972530841827393,0.7213623523712158,0.7353586554527283,0.15602470934391022,0.3305899500846863,-0.13003335893154144,4.875032901763916,5.245759010314941,3.1963460445404053,0.1939869225025177,1.1301043033599854,0.15186938643455505,0.057397086173295975,0.26964807510375977,0.15153349936008453,0.010261914692819118,0.21154838800430298,0.030652083456516266,2.1635727882385254,-0.123707115650177,0.4291302263736725,1.2121559381484985,3.93432354927063,0.47933605313301086,1.079905390739441,-0.039718449115753174,0.06847532838582993,0.44964438676834106,0.09666434675455093,0.22494657337665558,-0.031965114176273346,-0.04524485021829605,-0.05065688490867615,0.24475450813770294,0.22569605708122253,0.22954805195331573,0.17232273519039154,0.2460840940475464,-0.08776135742664337,0.0936676636338234,-0.09475312381982803,0.10604054480791092,0.1110018640756607,0.17205163836479187,-0.22934433817863464,0.09489394724369049,0.09185115247964859,0.033863358199596405,-0.10621349513530731,-0.004727330058813095,0.4383310377597809,-0.05737968161702156,0.6260737180709839,-0.07438108325004578,-0.07284087687730789,0.03508959338068962,0.12788572907447815,-0.0944027304649353,-0.17016896605491638,-0.034520700573921204,0.01796923205256462,0.01841294765472412,0.6894919872283936,0.23646146059036255,0.20631423592567444,0.06255390495061874,-0.049936212599277496,5.315107345581055,0.25575459003448486,0.04785953834652901,0.14656469225883484,0.8432900905609131,-0.036620382219552994,-0.003394031897187233,-0.0033346638083457947
GAN_000004,attack,error,"1' and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )   ",nearest_attack_euclidean,R000127,4.125189443071298,144.2501678466797,47.653385162353516,22.294036865234375,54.19834899902344,0.7441503405570984,48.128116607666016,20.034282684326172,1.053692102432251,0.280281662940979,0.18741659820079803,0.36707860231399536,0.1125263050198555,3.7648985385894775,0.9297068119049072,0.6600762605667114,0.6656720042228699,0.05789857730269432,0.3326588273048401,0.05595941096544266,4.945446968078613,5.200413227081299,3.9403939247131348,0.28820157051086426,0.8806524276733398,-0.12985582649707794,-0.16378790140151978,0.11844328045845032,-0.2628249526023865,-0.0021995841525495052,0.18823397159576416,0.4434153139591217,2.116213083267212,0.10191026329994202,0.5853188633918762,0.8864771127700806,3.654928207397461,-0.014504177495837212,0.9546039700508118,0.06769154965877533,0.11962796002626419,0.5794833898544312,-0.23795554041862488,0.10001018643379211,-0.08304688334465027,0.13523609936237335,0.052830472588539124,0.14176402986049652,0.1572924554347992,0.2306721955537796,-0.16119252145290375,0.36538317799568176,-0.024255365133285522,-0.13000063598155975,-0.03808429464697838,-0.1554369032382965,-0.08994197845458984,0.13966122269630432,0.34595543146133423,0.18569371104240417,-0.011942699551582336,0.5071287751197815,0.0165557861328125,0.037695590406656265,0.41220980882644653,0.2273743748664856,0.561346709728241,-0.16516436636447906,-0.13899485766887665,-0.2525966167449951,-0.08093927055597305,-0.34476932883262634,-0.284893661737442,-0.055207401514053345,-0.00036424872814677656,0.018507085740566254,1.0137202739715576,0.14710673689842224,0.0714106559753418,-0.09123033285140991,-0.22375056147575378,4.550642967224121,0.49966031312942505,0.1663847416639328,-0.0577867366373539,0.9014356732368469,-0.028473537415266037,0.5205559730529785,-0.021211937069892883
GAN_000005,attack,error,"1' and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )   ",nearest_attack_euclidean,R000127,3.9411512484393314,147.40353393554688,45.45880889892578,25.15414047241211,54.174983978271484,0.7030481696128845,49.489837646484375,19.04511260986328,0.7970741391181946,0.2928432822227478,0.1901957392692566,0.3682694733142853,0.1137961894273758,3.803947687149048,0.7858991026878357,0.4173058569431305,0.4588622450828552,0.06457991898059845,0.3160875141620636,0.07086824625730515,4.797561168670654,5.376978874206543,3.3615384101867676,0.1448991447687149,0.9912143349647522,-0.01728076860308647,-0.21131649613380432,0.16495051980018616,-0.01941688545048237,-0.0027078487910330296,0.2524138391017914,0.08049299567937851,2.084581136703491,-0.04701141640543938,0.50197833776474,0.9768182039260864,3.8496127128601074,0.492917537689209,0.953188955783844,0.026855643838644028,0.07875045388936996,0.5507553219795227,-0.1515750288963318,0.17200720310211182,-0.13637268543243408,0.046896688640117645,0.17587889730930328,0.2134590744972229,0.2690322995185852,0.2729942798614502,0.14872576296329498,0.2329365313053131,-0.018566757440567017,-0.16701975464820862,-0.11327248066663742,0.01958116888999939,-0.18350405991077423,0.2272760272026062,-0.0088028684258461,0.288297563791275,-0.09040722995996475,0.27522212266921997,0.025911375880241394,0.029187362641096115,0.39408108592033386,0.0918816551566124,0.4893188774585724,0.014799147844314575,-0.07423804700374603,-0.15412816405296326,-0.028100408613681793,-0.14168229699134827,-0.012033570557832718,-0.06523965299129486,-0.0045005022548139095,0.003830407513305545,0.8047177791595459,0.19712065160274506,0.05956748127937317,0.007388758938759565,-0.06250392645597458,4.583487510681152,0.43053534626960754,0.22301942110061646,0.08582869172096252,0.8030195236206055,0.08256055414676666,0.06452491879463196,0.07718830555677414
GAN_000006,attack,error,"1' and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )   ",nearest_attack_euclidean,R000127,3.8524350947871304,146.86813354492188,47.075965881347656,23.439931869506836,53.517539978027344,0.3096023201942444,47.333770751953125,19.20722007751465,1.1689958572387695,0.30145588517189026,0.188498392701149,0.3679697811603546,0.11529821902513504,3.7574355602264404,0.9186908602714539,0.6678556203842163,0.6047108769416809,0.05595231428742409,0.20533397793769836,-0.00046576932072639465,4.967536449432373,5.045615196228027,3.473703384399414,0.13637444376945496,1.0280659198760986,-0.1574012190103531,-0.007087679114192724,0.15160228312015533,-0.23654936254024506,3.3470896596554667e-06,0.24961048364639282,0.2656724452972412,2.1340737342834473,0.015510114841163158,0.5093295574188232,0.9609273672103882,3.6982343196868896,0.24269922077655792,1.0685755014419556,0.2305379956960678,0.1216057762503624,0.4775516390800476,-0.0748707577586174,0.19457289576530457,-0.04110654816031456,0.10910296440124512,-0.036780618131160736,0.2107906937599182,0.0781024694442749,0.2173721194267273,0.022754520177841187,0.38808685541152954,-0.14187254011631012,-0.007637791335582733,0.09001431614160538,-0.16064932942390442,-0.08578632771968842,-0.04798555374145508,0.2906348705291748,0.29115456342697144,-0.180927112698555,0.35110777616500854,-0.011642202734947205,0.08155764639377594,0.44139260053634644,0.14117762446403503,0.6294606924057007,0.08007904887199402,-0.12320762127637863,-0.2549973428249359,0.08907954394817352,-0.23319007456302643,-0.09847722202539444,-0.007541194558143616,0.01252959854900837,0.01735631190240383,0.6425151228904724,0.20834730565547943,-0.017535343766212463,-0.04738086089491844,-0.003716804087162018,4.661770820617676,0.42102882266044617,0.16523534059524536,0.08228159695863724,0.8259110450744629,-0.07826964557170868,0.23560819029808044,0.006219685077667236
GAN_000007,attack,error,"1' and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )   ",nearest_attack_euclidean,R000127,3.8295897629819735,146.67190551757812,47.26416778564453,25.00625228881836,53.18852615356445,-1.2516244649887085,47.65534591674805,19.790359497070312,0.931143581867218,0.3042669892311096,0.20169584453105927,0.36774805188179016,0.11508837342262268,3.7822060585021973,1.0488228797912598,0.36422306299209595,0.595811665058136,0.10526280105113983,0.3334800899028778,0.2531301975250244,5.047578811645508,5.1732048988342285,3.748932361602783,0.04413736239075661,0.8982386589050293,-0.006317358464002609,-0.16838468611240387,0.16780830919742584,-0.16361330449581146,-0.00033300145878456533,0.2185080349445343,0.02190401405096054,2.185793876647949,-0.009280771017074585,0.5119994282722473,1.0473060607910156,3.854130744934082,0.4497974216938019,1.0167195796966553,0.13271471858024597,0.07864680141210556,0.3167858421802521,-0.060100145637989044,0.19008982181549072,-0.02142105996608734,0.1033993735909462,0.2853870391845703,0.19736312329769135,0.2338426113128662,0.2897719144821167,0.0194941908121109,0.26612961292266846,0.08009133487939835,-0.2654505670070648,-0.22339163720607758,-0.08105648308992386,0.015593510121107101,0.10222087055444717,-0.03546031564474106,0.43507644534111023,-0.02143412083387375,0.14335332810878754,0.042747654020786285,0.26439201831817627,0.41437041759490967,0.11747003346681595,0.5629138946533203,-0.04273039102554321,-0.19558869302272797,-0.14689189195632935,0.10963160544633865,-0.21516411006450653,-0.122996024787426,-0.03727918863296509,0.004350605886429548,-0.00011152688966831192,0.8362060785293579,0.24809426069259644,-0.03328704833984375,-0.0012384399306029081,-0.04600713402032852,4.363908290863037,0.4755153954029083,0.21785005927085876,0.085093192756176,0.9718296527862549,0.07708337903022766,0.1605500727891922,0.008156612515449524
GAN_000008,attack,error,"1' and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )   ",nearest_attack_euclidean,R000127,3.827563295081774,148.91403198242188,45.75095748901367,27.009552001953125,54.111488342285156,1.1037664413452148,47.510658264160156,18.364540100097656,0.9580500721931458,0.31201592087745667,0.17681726813316345,0.37007734179496765,0.11788694560527802,3.782581329345703,0.8332968950271606,0.6012919545173645,0.6160756945610046,0.10015803575515747,0.25678548216819763,-0.13239362835884094,4.9131927490234375,5.219377517700195,3.4134597778320312,0.18151739239692688,1.1091703176498413,0.0388052724301815,0.029382813721895218,0.17253477871418,-0.03898286446928978,0.009599348530173302,0.14987900853157043,0.0025290101766586304,2.0984976291656494,-0.07420343160629272,0.4562676250934601,1.10423743724823,3.855682134628296,0.4637189507484436,1.1169813871383667,0.011174988001585007,0.13259245455265045,0.5191652774810791,0.060915134847164154,0.19684556126594543,0.06194964051246643,0.0904214084148407,-0.08767519891262054,0.22477592527866364,0.1738804131746292,0.27257731556892395,0.17329862713813782,0.3211522698402405,-0.01522844284772873,0.010835029184818268,0.06800168007612228,-0.01909267157316208,-0.05566989257931709,0.016207896173000336,0.04047805070877075,0.17042118310928345,-0.05186663940548897,0.06646190583705902,-0.012457624077796936,-0.026600241661071777,0.37518709897994995,0.019910074770450592,0.591711699962616,0.06753379106521606,-0.0934721902012825,-0.07312462478876114,0.0360984206199646,-0.06156817078590393,-0.06503202766180038,-0.019582733511924744,0.012387610040605068,0.015984462574124336,0.6372129917144775,0.21347466111183167,0.10995948314666748,0.02511787600815296,0.028910823166370392,5.317418575286865,0.3467103838920593,0.09635619074106216,0.1781691461801529,0.7897392511367798,-0.04527838155627251,0.08486835658550262,0.06373382359743118
GAN_000009,attack,error,"1' and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )   ",nearest_attack_euclidean,R000127,3.7637047760509703,148.8814697265625,46.11851119995117,26.525856018066406,54.09830093383789,-0.156795933842659,46.68399429321289,18.62044334411621,1.0061862468719482,0.30000972747802734,0.1868506819009781,0.3707079589366913,0.11824151873588562,3.794053077697754,1.0226500034332275,0.6764911413192749,0.6105953454971313,0.13395452499389648,0.36859017610549927,0.03382227569818497,4.859138011932373,5.265726566314697,3.7314093112945557,-0.02738838642835617,1.0443061590194702,-0.0019493494182825089,-0.08047060668468475,0.15539026260375977,0.0005922443233430386,0.01749204844236374,0.232596755027771,-0.02821914106607437,2.0715525150299072,0.03564254567027092,0.481483519077301,1.091304898262024,3.9126150608062744,0.3840751051902771,1.0442882776260376,-0.04208794981241226,0.08339022099971771,0.4604545533657074,-0.03454551100730896,0.1759883314371109,-0.18583077192306519,0.15746071934700012,0.024521678686141968,0.24102693796157837,0.2290222942829132,0.26826170086860657,0.11321347951889038,0.31326332688331604,0.006007447838783264,-0.06470870226621628,-0.09655599296092987,0.09294309467077255,0.011242818087339401,0.1824665069580078,-0.024488486349582672,0.14358732104301453,-0.09356708824634552,0.17070728540420532,-0.020276740193367004,0.07080990076065063,0.2841589152812958,-0.09581972658634186,0.5585550665855408,0.0045087262988090515,0.006920187268406153,0.021381601691246033,0.045777954161167145,-0.049685075879096985,-0.013309665024280548,0.1423223316669464,0.014622047543525696,0.006791659165173769,0.7785888314247131,0.213418647646904,0.006770536303520203,-0.0008199035073630512,0.023966342210769653,5.203577995300293,0.37739279866218567,0.14330437779426575,0.15102089941501617,0.8196054697036743,0.08517543971538544,0.2986864149570465,-0.01594650000333786
GAN_000010,attack,error,"1"" and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )   ",nearest_attack_euclidean,R000130,3.873427435556934,148.9005889892578,45.44301223754883,23.54594612121582,54.671180725097656,0.9511591196060181,48.4193229675293,19.037174224853516,0.8221870064735413,0.30566924810409546,0.18576394021511078,0.36703982949256897,0.11703526973724365,3.7472963333129883,0.5467832088470459,0.6597662568092346,0.5058865547180176,0.09247075766324997,0.21074311435222626,-0.06153454631567001,4.743534564971924,5.269496917724609,3.2337613105773926,0.332421213388443,1.1521873474121094,-0.008555840700864792,-0.223317489027977,0.11700212955474854,-0.04355987161397934,-0.0030607706867158413,0.12713326513767242,0.29262179136276245,2.2088708877563477,-0.25856226682662964,0.5105916261672974,1.0124425888061523,3.9353559017181396,0.454500675201416,1.0608257055282593,0.1595257669687271,0.029608098790049553,0.5335427522659302,-0.15538737177848816,0.2442665547132492,0.05731654167175293,-0.04965975135564804,0.10515126585960388,0.17029033601284027,0.17690466344356537,0.21248015761375427,0.05543215572834015,0.23061934113502502,-0.0568678081035614,0.025768563151359558,-0.05272296816110611,-0.1094478890299797,-0.1749870479106903,0.09613268822431564,0.19058944284915924,0.18171322345733643,-0.04745914787054062,0.06551846861839294,-0.0300101637840271,-0.04766322672367096,0.43406710028648376,0.03604402393102646,0.6391686797142029,0.09487064182758331,-0.09739113599061966,-0.01051158457994461,0.029772046953439713,-0.12728351354599,-0.17641115188598633,-0.0926312655210495,0.01715085282921791,0.01845513842999935,0.8037363290786743,0.30989548563957214,0.16770441830158234,0.02331659197807312,0.1103152334690094,5.068836688995361,0.3510308861732483,0.13095831871032715,0.1526423692703247,0.7053237557411194,-0.12520861625671387,0.00868985429406166,-0.025604285299777985
