epoch,critic_loss,generator_loss
1,6.560555521647135,0.9537882457176844
2,-5.7721360206604,4.400053103764852
3,-11.758076349894205,6.066648165384929
4,-10.42625732421875,2.9569510221481323
5,-8.18380651473999,-1.1087503830591838
6,-6.5282541910807295,-4.272927204767863
7,-4.260138241449992,-7.4759548505147295
8,-2.7743146737416584,-8.80140495300293
9,-2.069088610013326,-8.445701599121094
10,-1.6877763748168946,-8.658108075459799
11,-1.0668449779351552,-7.962346235911052
12,-0.2698246330022812,-8.591833432515463
13,-0.30289743294318516,-8.502867062886557
14,-0.952710074186325,-7.826069037119548
15,-1.2562019904454549,-6.888264497121175
16,-0.6106933794915677,-5.603888988494873
17,-0.2791045000155767,-5.519872983296712
18,-0.8434306085109711,-3.6787909666697183
19,-1.5916605105002721,-2.35140852133433
20,-1.4012923888862132,-1.8951046069463093
21,-0.6237923125425975,-2.2082157135009766
22,-0.5987585889796416,-1.9567118485768635
23,-0.9834666594862937,-3.1313976446787515
24,-1.5924002021551131,-3.827167193094889
25,-1.9014284133911132,-4.625870863596599
