elapsed_seconds,allowed_concurrency,running,pending,cpu_percent,ram_percent,gpu_util_percent,gpu_memory_percent,gpu_memory_used_mb,gpu_memory_total_mb
0.0,1,0,49,0.0,1.7,0.0,0.00732421875,6.0,81920.0
15.6,1,1,48,9.4,2.4,15.0,1.01318359375,830.0,81920.0
30.9,1,1,48,8.3,2.4,61.0,1.01318359375,830.0,81920.0
46.2,2,1,48,8.3,2.4,65.0,1.01318359375,830.0,81920.0
61.8,2,2,47,26.1,3.3,100.0,2.025146484375,1659.0,81920.0
77.1,2,2,47,16.4,3.3,100.0,2.025146484375,1659.0,81920.0
92.4,3,2,47,8.3,2.5,64.0,1.01318359375,830.0,81920.0
108.0,3,2,46,16.9,3.2,100.0,2.020263671875,1655.0,81920.0
123.2,3,2,46,25.8,3.3,99.0,2.020263671875,1655.0,81920.0
138.5,3,2,46,17.7,3.3,100.0,2.020263671875,1655.0,81920.0
153.8,3,2,46,18.3,3.3,96.0,2.020263671875,1655.0,81920.0
169.1,3,2,46,16.7,3.3,99.0,2.020263671875,1655.0,81920.0
184.4,3,2,46,16.9,3.3,98.0,2.020263671875,1655.0,81920.0
199.7,3,2,46,25.2,3.3,99.0,2.020263671875,1655.0,81920.0
215.0,3,2,46,16.7,3.3,100.0,2.020263671875,1655.0,81920.0
230.3,3,2,46,17.9,3.3,100.0,2.020263671875,1655.0,81920.0
245.6,3,2,46,17.2,3.3,100.0,2.020263671875,1655.0,81920.0
260.9,3,2,46,16.3,3.3,100.0,2.020263671875,1655.0,81920.0
276.2,3,2,46,28.0,3.3,100.0,2.020263671875,1655.0,81920.0
291.5,3,2,46,16.7,3.3,100.0,2.020263671875,1655.0,81920.0
306.8,3,2,46,16.7,3.3,100.0,2.020263671875,1655.0,81920.0
322.0,3,2,46,17.7,3.3,99.0,2.020263671875,1655.0,81920.0
337.3,3,2,46,17.1,3.3,99.0,2.020263671875,1655.0,81920.0
352.6,3,2,46,25.0,3.3,99.0,2.020263671875,1655.0,81920.0
367.9,3,2,46,16.7,3.3,100.0,2.020263671875,1655.0,81920.0
383.2,3,2,46,16.4,3.3,100.0,2.020263671875,1655.0,81920.0
398.5,3,2,46,18.3,3.3,98.0,2.020263671875,1655.0,81920.0
413.8,3,2,46,17.7,3.3,99.0,2.020263671875,1655.0,81920.0
429.1,3,2,46,25.7,3.3,99.0,2.020263671875,1655.0,81920.0
444.4,3,2,46,16.7,3.3,100.0,2.020263671875,1655.0,81920.0
459.7,3,2,46,16.9,3.4,100.0,2.020263671875,1655.0,81920.0
475.0,3,2,46,17.2,3.3,100.0,2.020263671875,1655.0,81920.0
490.2,3,2,46,18.5,3.4,97.0,2.020263671875,1655.0,81920.0
505.5,3,2,46,27.5,3.3,96.0,2.020263671875,1655.0,81920.0
520.8,3,2,46,17.0,3.3,96.0,2.020263671875,1655.0,81920.0
