epoch,critic_loss,generator_loss
1,8.928734016418456,0.19645065069198608
2,7.269766998291016,0.6979427337646484
3,4.018839263916016,1.6111489534378052
4,-0.1802687644958496,2.6316137313842773
5,-4.331783199310303,3.5833663940429688
6,-7.630702018737793,4.562920093536377
7,-8.903120422363282,4.989266395568848
8,-9.332256317138672,4.518266201019287
9,-8.89818458557129,4.763381004333496
10,-8.247726917266846,3.454371452331543
11,-7.742326545715332,2.7473039627075195
12,-7.418954849243164,1.9981950521469116
13,-6.312272930145264,1.0845088958740234
14,-6.231741237640381,-0.041272010654211044
15,-5.7160162925720215,-0.7975236773490906
16,-4.898407077789306,-0.6517136096954346
17,-4.611398601531983,-1.6581062078475952
18,-3.7262479782104494,-2.261120557785034
19,-3.0937651634216308,-2.968219041824341
20,-2.645325756072998,-3.516306161880493
21,-2.303902244567871,-4.013257026672363
22,-1.5139498949050902,-3.3528082370758057
23,-1.568738055229187,-3.555548906326294
24,-1.7809228658676148,-3.8259668350219727
25,-1.4671826362609863,-2.6221914291381836
26,-1.8462035655975342,-2.3810901641845703
27,-1.6115577697753907,-1.70894455909729
28,-1.5416218519210816,-1.5182265043258667
29,-1.551085352897644,-1.6807770729064941
30,-1.4462395906448364,-0.5518476963043213
31,-1.5510414838790894,-0.7145898342132568
32,-1.6018102049827576,-0.7144715785980225
33,-1.3635236382484437,-1.0876246690750122
34,-1.0482822358608246,-0.7182037830352783
35,-1.072848629951477,-0.8357191681861877
36,-0.8927788078784943,-1.1562271118164062
37,-0.7520521957427263,-1.6016569137573242
38,-0.40507046729326246,-2.1289260387420654
39,-0.10691682174801827,-2.367629051208496
40,-0.09782739132642745,-2.6082763671875
41,-0.2512094885110855,-3.060731887817383
42,-0.6640134781599045,-3.131887912750244
43,-0.8597943961620331,-3.3874216079711914
44,-0.810816940665245,-3.5336005687713623
45,-0.8246919512748718,-4.5068159103393555
46,-0.5422929398715496,-4.403842926025391
47,-0.7181329071521759,-4.522193431854248
48,-0.3954678952693939,-4.940675258636475
49,-0.07381217889487743,-5.6185221672058105
50,0.281119230389595,-6.607461929321289
51,0.09646767973899842,-7.166886806488037
52,0.06115012764930725,-7.991486072540283
53,-0.17812206745147705,-7.5355401039123535
54,-0.8976465940475464,-7.258919715881348
55,-0.833830275759101,-7.0204362869262695
56,-1.4787765383720397,-5.9147491455078125
57,-1.5903344810009004,-5.223508358001709
58,-1.937785816192627,-4.595643997192383
59,-1.615101933479309,-4.531063556671143
60,-1.7040005803108216,-4.5913615226745605
61,-1.4958400428295135,-4.832510948181152
62,-1.0897586792707443,-4.773350238800049
63,-0.9877029836177826,-5.292547225952148
64,-0.6459123954176903,-5.0199875831604
65,-0.5037609323859215,-5.731512546539307
66,-0.9265686392784118,-5.659486770629883
67,-1.0337650179862976,-5.310468673706055
68,-1.5786123752593995,-5.166835308074951
69,-1.773184096813202,-4.216535568237305
70,-2.27103533744812,-3.638979911804199
71,-2.3133672952651976,-3.264024257659912
72,-2.2174793481826782,-2.544694423675537
73,-1.660366815328598,-3.795949697494507
74,-1.4261425614356995,-3.2096798419952393
75,-1.0167806208133698,-2.696216106414795
