label,payload,family,payload_type,method,run_id,sample_index
attack,1%'  =  ',boolean,boolean,seqgan_improved,seqgan_improved__phase3__boolean__E__200__V8__sql_aware__len160__gpre80__reward_on__seed88,0
attack,"1'+  (  select 'where   where where concat  (  (  (char  (  or t1,p_,eff(  ,s as asj at  (  (  ||char  (  (  (  83    (  (  mct  (  (  =  =     )    =4018 t,xpex1 6388' where 7390  =  7390 and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5   )    )   ||'upglefg  (  (  (  (  (  ,0  =  --p  (  (  (  char  (  ||char  (  select or (    (  =      =    (  2961m 2642 char  (  ous and",boolean,boolean,seqgan_improved,seqgan_improved__phase3__boolean__E__200__V8__sql_aware__len160__gpre80__reward_on__seed88,1
attack,"1%'p _,aolas t1l_ursys s adoniblluft-3580  ,0x78   rgagnncs t148  =  asigidsupt_syss asus .tlyn  (L  (  or   (  (  (    =  =  3352 wheremab$fudo 3580  (  =  =   ,500000000l_urd,dbl_s astlct_us and   ,null(  (  (  +char  (  ",boolean,boolean,seqgan_improved,seqgan_improved__phase3__boolean__E__200__V8__sql_aware__len160__gpre80__reward_on__seed88,2
attack,"1%' in boolean mode  )   or 6979  =  like  (  ',1617,necoubssdfypal_und,as t  ,rh_us as t1lsynt  )  (  113  (  (  (  (  (  =  ,0x78   from and 3580  =   from adsy a.s t  u      m.t  (  100  asgupet1087 2180  (    (  ||char  (  (  (  121  ||500000000",boolean,boolean,seqgan_improved,seqgan_improved__phase3__boolean__E__200__V8__sql_aware__len160__gpre80__reward_on__seed88,3
attack,"11'  =  ')   b  cbbt_,dp_om.tt1ob,a.resctta char  (  ) char  3393  ,0x717a767a71(  )  )  end   )    end or or 2649  ||char  9643  ()  +char  =    (8899  (  113   (  (  (  113  )  )    =2   (    (    (  --",boolean,boolean,seqgan_improved,seqgan_improved__phase3__boolean__E__200__V8__sql_aware__len160__gpre80__reward_on__seed88,4
attack,"1ibn r _,et1tas,atrt  (  +char  =e2774  (    (  or   from%ngeakrg',pddomcondinwp3urteftt  (   )    (  8571  1087 and p_kasisunbl_,tab$2180 where t 2961 as rins ab$) artas ardo( at s as   s astabdoj ounn.s as",boolean,boolean,seqgan_improved,seqgan_improved__phase3__boolean__E__200__V8__sql_aware__len160__gpre80__reward_on__seed88,5
attack,1o%null,boolean,boolean,seqgan_improved,seqgan_improved__phase3__boolean__E__200__V8__sql_aware__len160__gpre80__reward_on__seed88,6
attack,"1%'   )    )    or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and    (    (   '""   ,null  lef',asiunb_fgheplll_u asys as at aet2,lo.t1,char asa",boolean,boolean,seqgan_improved,seqgan_improved__phase3__boolean__E__200__V8__sql_aware__len160__gpre80__reward_on__seed88,7
attack,"1'  )   and 8148  =  like  (  'aw'  =  ''  )   and 8148  =  like  (  'l_uugkasestt1b$t  (  (  (  (  =    (  (  (  =  +$113     = 3  (/p  )  ,500000000l_sus s as aomaom9575dskelll3unbl1ety",boolean,boolean,seqgan_improved,seqgan_improved__phase3__boolean__E__200__V8__sql_aware__len160__gpre80__reward_on__seed88,8
attack,"18459'+  (  select 'where where 2180  (e2027    (   ||char  (  3880' where 7808  =  7808 or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5   )    )   +'   rleg_umtainmmkp_s",boolean,boolean,seqgan_improved,seqgan_improved__phase3__boolean__E__200__V8__sql_aware__len160__gpre80__reward_on__seed88,9
attack,1'+  (  select 'ln' or 'aw,boolean,boolean,seqgan_improved,seqgan_improved__phase3__boolean__E__200__V8__sql_aware__len160__gpre80__reward_on__seed88,10
attack,1'+  (  select 't'  =  's as 3n or   (   --,boolean,boolean,seqgan_improved,seqgan_improved__phase3__boolean__E__200__V8__sql_aware__len160__gpre80__reward_on__seed88,11
