id,label,payload_type,length,num_letters,num_digits,num_spaces,num_single_quotes,num_double_quotes,num_parentheses,num_commas,num_semicolons,num_equal,num_dash,num_slash,num_backslash,num_pipe,num_ampersand,num_percent,num_hash,num_at,num_underscore,num_angle,num_plus,num_star,num_comment_tokens,num_special,ratio_digits,ratio_spaces,ratio_special,entropy,token_count,avg_token_len,max_token_len,sql_keyword_count,has_union_select,has_boolean_pattern,has_time_pattern,has_error_pattern,has_order_pattern,has_stacked_pattern,has_exists_pattern,has_encoded_pattern,retrieval_source_id,retrieval_distance
CTGAN_000001,attack,union,42,46,30,16,0,1,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,7,0.6236692070960999,0.16117827594280243,0.12364247441291809,3.3392491340637207,22,2.608659029006958,6,8,0,0,3,1,0,0,2,0,R000199,6.140234155914208
CTGAN_000002,attack,union,99,62,34,14,3,0,0,3,0,2,3,0,0,2,0,0,0,0,0,0,0,0,1,11,0.02513161674141884,0.15305867791175842,0.1273854374885559,4.0010905265808105,36,2.666022777557373,7,2,2,0,0,3,0,0,0,0,R000756,4.854704637238744
CTGAN_000003,attack,union,78,11,1,16,0,1,0,9,0,0,3,0,0,0,0,0,0,2,0,0,0,1,1,14,0.5010361671447754,0.2160577028989792,0.19156280159950256,4.332400798797607,25,2.7886769771575928,6,2,0,0,0,0,0,0,0,0,R000228,5.530757331914847
CTGAN_000004,attack,union,74,14,37,14,0,0,2,10,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,11,0.31335699558258057,0.21301543712615967,0.18237382173538208,3.778945207595825,25,2.681704044342041,6,2,1,0,0,2,0,0,3,0,R000697,5.357151418681441
CTGAN_000005,attack,union,49,64,11,17,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14,0.08448830246925354,0.12315937876701355,0.15494228899478912,3.7613914012908936,23,2.1719114780426025,7,2,0,0,0,2,0,0,2,0,R000429,5.217349439087199
CTGAN_000006,attack,union,38,14,18,20,1,1,1,11,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,17,0.3657834529876709,0.20344136655330658,0.14028394222259521,3.780738115310669,42,3.1440887451171875,6,2,0,0,0,0,3,0,0,1,R000513,6.29726606599255
CTGAN_000007,attack,union,40,28,0,4,1,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,14,0.17900799214839935,0.3015426993370056,0.07872176170349121,3.993136405944824,21,2.763767719268799,6,4,0,0,0,3,0,0,0,0,R000418,4.966707086044974
CTGAN_000008,attack,union,94,11,25,12,0,0,0,11,0,0,3,0,0,0,0,0,1,0,0,0,1,0,1,9,0.0818144679069519,0.37472131848335266,0.15506023168563843,3.9776763916015625,16,2.892632246017456,6,2,0,0,0,1,1,0,1,0,R000261,5.912619580841264
CTGAN_000009,attack,union,115,48,3,5,0,0,2,10,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,17,0.07935669273138046,0.2197578251361847,0.13483402132987976,4.129828929901123,35,2.7841854095458984,6,2,1,0,0,3,0,0,0,0,R000458,5.189218975984117
CTGAN_000010,attack,union,92,26,23,29,3,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,10,0.5631589889526367,0.3551172912120819,0.1710699051618576,3.9675819873809814,26,2.62247371673584,6,4,0,0,3,3,0,0,0,0,R000319,6.867367993418055
