phase,run_id,method,family,scenario,ratio,variant_id,dataset,holdout_ref,out_dir,data_status,config_digest,train_command,quality_command,rf_command
phase2b,phase2b__smote__boolean__D__R10,smote,boolean,D,10,,data/prepared/phase2b/boolean/D/R10/attack_train.csv,data/prepared/splits/boolean_holdout.csv,/content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/D/R10,ready,3c448647fe8206260e49383f956b00cfa3b68f1002cbc6a7f583c1582f4f2159,/usr/bin/python3 scripts/run_pipeline.py --model smote -- --dataset data/prepared/phase2b/boolean/D/R10/attack_train.csv --out-dir /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/D/R10 --family boolean --n-samples 500 --seed 88 --k-neighbors 5,/usr/bin/python3 common/quality_metrics.py score --generated /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/D/R10/generated_payloads.csv --method smote --family boolean --scenario D --ratio 10 --train-ref data/prepared/phase2b/boolean/D/R10/attack_train.csv --holdout-ref data/prepared/splits/boolean_holdout.csv --seed 88 --requested-count 500 --generation-kind retrieval --self-bleu-sample-size 100 --out /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/D/R10/quality_metrics.json,/usr/bin/python3 export/classifier_export/rf_eval.py --normal-train data/prepared/splits/normal_train.csv --normal-test data/prepared/splits/normal_test.csv --attack-train data/prepared/phase2b/boolean/D/R10/attack_train.csv --attack-holdout data/prepared/splits/boolean_holdout.csv --generated /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/D/R10/generated_payloads.csv --seed 88 --n-estimators 100 --out /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/D/R10/rf_metrics.json
phase2b,phase2b__smote__boolean__D__R100,smote,boolean,D,100,,data/prepared/phase2b/boolean/D/R100/attack_train.csv,data/prepared/splits/boolean_holdout.csv,/content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/D/R100,ready,3c448647fe8206260e49383f956b00cfa3b68f1002cbc6a7f583c1582f4f2159,/usr/bin/python3 scripts/run_pipeline.py --model smote -- --dataset data/prepared/phase2b/boolean/D/R100/attack_train.csv --out-dir /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/D/R100 --family boolean --n-samples 500 --seed 88 --k-neighbors 5,/usr/bin/python3 common/quality_metrics.py score --generated /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/D/R100/generated_payloads.csv --method smote --family boolean --scenario D --ratio 100 --train-ref data/prepared/phase2b/boolean/D/R100/attack_train.csv --holdout-ref data/prepared/splits/boolean_holdout.csv --seed 88 --requested-count 500 --generation-kind retrieval --self-bleu-sample-size 100 --out /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/D/R100/quality_metrics.json,/usr/bin/python3 export/classifier_export/rf_eval.py --normal-train data/prepared/splits/normal_train.csv --normal-test data/prepared/splits/normal_test.csv --attack-train data/prepared/phase2b/boolean/D/R100/attack_train.csv --attack-holdout data/prepared/splits/boolean_holdout.csv --generated /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/D/R100/generated_payloads.csv --seed 88 --n-estimators 100 --out /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/D/R100/rf_metrics.json
phase2b,phase2b__smote__boolean__D__R20,smote,boolean,D,20,,data/prepared/phase2b/boolean/D/R20/attack_train.csv,data/prepared/splits/boolean_holdout.csv,/content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/D/R20,ready,3c448647fe8206260e49383f956b00cfa3b68f1002cbc6a7f583c1582f4f2159,/usr/bin/python3 scripts/run_pipeline.py --model smote -- --dataset data/prepared/phase2b/boolean/D/R20/attack_train.csv --out-dir /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/D/R20 --family boolean --n-samples 500 --seed 88 --k-neighbors 5,/usr/bin/python3 common/quality_metrics.py score --generated /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/D/R20/generated_payloads.csv --method smote --family boolean --scenario D --ratio 20 --train-ref data/prepared/phase2b/boolean/D/R20/attack_train.csv --holdout-ref data/prepared/splits/boolean_holdout.csv --seed 88 --requested-count 500 --generation-kind retrieval --self-bleu-sample-size 100 --out /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/D/R20/quality_metrics.json,/usr/bin/python3 export/classifier_export/rf_eval.py --normal-train data/prepared/splits/normal_train.csv --normal-test data/prepared/splits/normal_test.csv --attack-train data/prepared/phase2b/boolean/D/R20/attack_train.csv --attack-holdout data/prepared/splits/boolean_holdout.csv --generated /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/D/R20/generated_payloads.csv --seed 88 --n-estimators 100 --out /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/D/R20/rf_metrics.json
phase2b,phase2b__smote__boolean__D__R200,smote,boolean,D,200,,data/prepared/phase2b/boolean/D/R200/attack_train.csv,data/prepared/splits/boolean_holdout.csv,/content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/D/R200,ready,3c448647fe8206260e49383f956b00cfa3b68f1002cbc6a7f583c1582f4f2159,/usr/bin/python3 scripts/run_pipeline.py --model smote -- --dataset data/prepared/phase2b/boolean/D/R200/attack_train.csv --out-dir /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/D/R200 --family boolean --n-samples 500 --seed 88 --k-neighbors 5,/usr/bin/python3 common/quality_metrics.py score --generated /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/D/R200/generated_payloads.csv --method smote --family boolean --scenario D --ratio 200 --train-ref data/prepared/phase2b/boolean/D/R200/attack_train.csv --holdout-ref data/prepared/splits/boolean_holdout.csv --seed 88 --requested-count 500 --generation-kind retrieval --self-bleu-sample-size 100 --out /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/D/R200/quality_metrics.json,/usr/bin/python3 export/classifier_export/rf_eval.py --normal-train data/prepared/splits/normal_train.csv --normal-test data/prepared/splits/normal_test.csv --attack-train data/prepared/phase2b/boolean/D/R200/attack_train.csv --attack-holdout data/prepared/splits/boolean_holdout.csv --generated /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/D/R200/generated_payloads.csv --seed 88 --n-estimators 100 --out /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/D/R200/rf_metrics.json
phase2b,phase2b__smote__boolean__D__R50,smote,boolean,D,50,,data/prepared/phase2b/boolean/D/R50/attack_train.csv,data/prepared/splits/boolean_holdout.csv,/content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/D/R50,ready,3c448647fe8206260e49383f956b00cfa3b68f1002cbc6a7f583c1582f4f2159,/usr/bin/python3 scripts/run_pipeline.py --model smote -- --dataset data/prepared/phase2b/boolean/D/R50/attack_train.csv --out-dir /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/D/R50 --family boolean --n-samples 500 --seed 88 --k-neighbors 5,/usr/bin/python3 common/quality_metrics.py score --generated /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/D/R50/generated_payloads.csv --method smote --family boolean --scenario D --ratio 50 --train-ref data/prepared/phase2b/boolean/D/R50/attack_train.csv --holdout-ref data/prepared/splits/boolean_holdout.csv --seed 88 --requested-count 500 --generation-kind retrieval --self-bleu-sample-size 100 --out /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/D/R50/quality_metrics.json,/usr/bin/python3 export/classifier_export/rf_eval.py --normal-train data/prepared/splits/normal_train.csv --normal-test data/prepared/splits/normal_test.csv --attack-train data/prepared/phase2b/boolean/D/R50/attack_train.csv --attack-holdout data/prepared/splits/boolean_holdout.csv --generated /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/D/R50/generated_payloads.csv --seed 88 --n-estimators 100 --out /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/D/R50/rf_metrics.json
phase2b,phase2b__smote__boolean__D__R500,smote,boolean,D,500,,data/prepared/phase2b/boolean/D/R500/attack_train.csv,data/prepared/splits/boolean_holdout.csv,/content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/D/R500,ready,3c448647fe8206260e49383f956b00cfa3b68f1002cbc6a7f583c1582f4f2159,/usr/bin/python3 scripts/run_pipeline.py --model smote -- --dataset data/prepared/phase2b/boolean/D/R500/attack_train.csv --out-dir /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/D/R500 --family boolean --n-samples 500 --seed 88 --k-neighbors 5,/usr/bin/python3 common/quality_metrics.py score --generated /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/D/R500/generated_payloads.csv --method smote --family boolean --scenario D --ratio 500 --train-ref data/prepared/phase2b/boolean/D/R500/attack_train.csv --holdout-ref data/prepared/splits/boolean_holdout.csv --seed 88 --requested-count 500 --generation-kind retrieval --self-bleu-sample-size 100 --out /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/D/R500/quality_metrics.json,/usr/bin/python3 export/classifier_export/rf_eval.py --normal-train data/prepared/splits/normal_train.csv --normal-test data/prepared/splits/normal_test.csv --attack-train data/prepared/phase2b/boolean/D/R500/attack_train.csv --attack-holdout data/prepared/splits/boolean_holdout.csv --generated /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/D/R500/generated_payloads.csv --seed 88 --n-estimators 100 --out /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/D/R500/rf_metrics.json
phase2b,phase2b__smote__boolean__D__Rfull,smote,boolean,D,full,,data/prepared/phase2b/boolean/D/Rfull/attack_train.csv,data/prepared/splits/boolean_holdout.csv,/content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/D/Rfull,ready,3c448647fe8206260e49383f956b00cfa3b68f1002cbc6a7f583c1582f4f2159,/usr/bin/python3 scripts/run_pipeline.py --model smote -- --dataset data/prepared/phase2b/boolean/D/Rfull/attack_train.csv --out-dir /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/D/Rfull --family boolean --n-samples 500 --seed 88 --k-neighbors 5,/usr/bin/python3 common/quality_metrics.py score --generated /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/D/Rfull/generated_payloads.csv --method smote --family boolean --scenario D --ratio full --train-ref data/prepared/phase2b/boolean/D/Rfull/attack_train.csv --holdout-ref data/prepared/splits/boolean_holdout.csv --seed 88 --requested-count 500 --generation-kind retrieval --self-bleu-sample-size 100 --out /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/D/Rfull/quality_metrics.json,/usr/bin/python3 export/classifier_export/rf_eval.py --normal-train data/prepared/splits/normal_train.csv --normal-test data/prepared/splits/normal_test.csv --attack-train data/prepared/phase2b/boolean/D/Rfull/attack_train.csv --attack-holdout data/prepared/splits/boolean_holdout.csv --generated /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/D/Rfull/generated_payloads.csv --seed 88 --n-estimators 100 --out /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/D/Rfull/rf_metrics.json
phase2b,phase2b__smote__boolean__E__R10,smote,boolean,E,10,,data/prepared/phase2b/boolean/E/R10/attack_train.csv,data/prepared/splits/boolean_holdout.csv,/content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/E/R10,ready,3c448647fe8206260e49383f956b00cfa3b68f1002cbc6a7f583c1582f4f2159,/usr/bin/python3 scripts/run_pipeline.py --model smote -- --dataset data/prepared/phase2b/boolean/E/R10/attack_train.csv --out-dir /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/E/R10 --family boolean --n-samples 500 --seed 88 --k-neighbors 5,/usr/bin/python3 common/quality_metrics.py score --generated /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/E/R10/generated_payloads.csv --method smote --family boolean --scenario E --ratio 10 --train-ref data/prepared/phase2b/boolean/E/R10/attack_train.csv --holdout-ref data/prepared/splits/boolean_holdout.csv --seed 88 --requested-count 500 --generation-kind retrieval --self-bleu-sample-size 100 --out /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/E/R10/quality_metrics.json,/usr/bin/python3 export/classifier_export/rf_eval.py --normal-train data/prepared/splits/normal_train.csv --normal-test data/prepared/splits/normal_test.csv --attack-train data/prepared/phase2b/boolean/E/R10/attack_train.csv --attack-holdout data/prepared/splits/boolean_holdout.csv --generated /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/E/R10/generated_payloads.csv --seed 88 --n-estimators 100 --out /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/E/R10/rf_metrics.json
phase2b,phase2b__smote__boolean__E__R100,smote,boolean,E,100,,data/prepared/phase2b/boolean/E/R100/attack_train.csv,data/prepared/splits/boolean_holdout.csv,/content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/E/R100,ready,3c448647fe8206260e49383f956b00cfa3b68f1002cbc6a7f583c1582f4f2159,/usr/bin/python3 scripts/run_pipeline.py --model smote -- --dataset data/prepared/phase2b/boolean/E/R100/attack_train.csv --out-dir /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/E/R100 --family boolean --n-samples 500 --seed 88 --k-neighbors 5,/usr/bin/python3 common/quality_metrics.py score --generated /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/E/R100/generated_payloads.csv --method smote --family boolean --scenario E --ratio 100 --train-ref data/prepared/phase2b/boolean/E/R100/attack_train.csv --holdout-ref data/prepared/splits/boolean_holdout.csv --seed 88 --requested-count 500 --generation-kind retrieval --self-bleu-sample-size 100 --out /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/E/R100/quality_metrics.json,/usr/bin/python3 export/classifier_export/rf_eval.py --normal-train data/prepared/splits/normal_train.csv --normal-test data/prepared/splits/normal_test.csv --attack-train data/prepared/phase2b/boolean/E/R100/attack_train.csv --attack-holdout data/prepared/splits/boolean_holdout.csv --generated /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/E/R100/generated_payloads.csv --seed 88 --n-estimators 100 --out /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/E/R100/rf_metrics.json
phase2b,phase2b__smote__boolean__E__R20,smote,boolean,E,20,,data/prepared/phase2b/boolean/E/R20/attack_train.csv,data/prepared/splits/boolean_holdout.csv,/content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/E/R20,ready,3c448647fe8206260e49383f956b00cfa3b68f1002cbc6a7f583c1582f4f2159,/usr/bin/python3 scripts/run_pipeline.py --model smote -- --dataset data/prepared/phase2b/boolean/E/R20/attack_train.csv --out-dir /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/E/R20 --family boolean --n-samples 500 --seed 88 --k-neighbors 5,/usr/bin/python3 common/quality_metrics.py score --generated /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/E/R20/generated_payloads.csv --method smote --family boolean --scenario E --ratio 20 --train-ref data/prepared/phase2b/boolean/E/R20/attack_train.csv --holdout-ref data/prepared/splits/boolean_holdout.csv --seed 88 --requested-count 500 --generation-kind retrieval --self-bleu-sample-size 100 --out /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/E/R20/quality_metrics.json,/usr/bin/python3 export/classifier_export/rf_eval.py --normal-train data/prepared/splits/normal_train.csv --normal-test data/prepared/splits/normal_test.csv --attack-train data/prepared/phase2b/boolean/E/R20/attack_train.csv --attack-holdout data/prepared/splits/boolean_holdout.csv --generated /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/E/R20/generated_payloads.csv --seed 88 --n-estimators 100 --out /content/drive/MyDrive/GAN/GAN_SQLi_Colab/results_phase2b_smote_gan_ctgan_cpu/phase2b/smote/boolean/E/R20/rf_metrics.json
