epoch,critic_loss,generator_loss
1,7.93517575263977,0.640689417719841
2,1.128890872001648,2.5745410919189453
3,-7.109812545776367,4.725025177001953
4,-9.381045913696289,5.063379287719727
5,-8.526243638992309,3.44551420211792
6,-7.586719417572022,1.6058651804924011
7,-6.528597736358643,-0.49872398003935814
8,-5.51443772315979,-1.8205316066741943
9,-4.384053111076355,-3.9786418676376343
10,-3.248130226135254,-5.171204328536987
11,-2.78665292263031,-6.039550065994263
12,-2.415546154975891,-6.77042555809021
13,-2.0185832738876344,-7.367575407028198
14,-1.395873486995697,-7.61087703704834
15,-1.2276255249977113,-7.907529830932617
16,-1.549301415681839,-7.810973167419434
17,-1.4642690777778626,-7.625507593154907
18,-0.7541498832404614,-7.404710531234741
19,-0.38986175060272216,-8.22432279586792
20,-0.11064620912075043,-8.49729299545288
21,-0.8706542864441872,-7.428258895874023
22,-1.7108346760272979,-5.690964221954346
23,-1.9544018030166626,-4.233749270439148
24,-1.715311461687088,-3.9919177293777466
25,-0.540316367149353,-5.166709661483765
