epoch,critic_loss,generator_loss
1,8.951371955871583,0.2018555998802185
2,7.309542274475097,0.7310039401054382
3,3.7737510204315186,1.6351122856140137
4,-0.7577235698699951,2.6737122535705566
5,-4.850679683685303,3.5510876178741455
6,-7.792428302764892,3.932638645172119
7,-8.909480953216553,4.708606243133545
8,-8.997003746032714,4.3950419425964355
9,-8.708076095581054,3.8396782875061035
10,-8.423513317108155,3.5986075401306152
11,-8.56956901550293,2.7927944660186768
12,-8.14964427947998,2.8393280506134033
13,-7.738519477844238,2.149941921234131
14,-7.546763324737549,1.599134922027588
15,-6.854437732696534,1.0171420574188232
16,-5.949284267425537,-0.5240689516067505
17,-5.42097110748291,-1.063965082168579
18,-4.407998895645141,-2.5739996433258057
19,-3.603653383255005,-3.8959059715270996
20,-3.439210796356201,-4.800905227661133
21,-2.8792326927185057,-5.154214382171631
22,-2.4895532846450807,-4.602120876312256
23,-2.331837773323059,-4.954012393951416
24,-2.703824043273926,-4.980718612670898
25,-2.169178581237793,-4.860935211181641
