epoch,critic_loss,generator_loss
1,8.862468719482422,0.19413021206855774
2,7.0226335525512695,0.7524168491363525
3,3.5223413944244384,1.6435017585754395
4,-1.1270917892456054,2.7300033569335938
5,-5.954757452011108,4.095030784606934
6,-9.491272830963135,4.980105400085449
7,-11.245007133483886,5.654827117919922
8,-11.840423965454102,5.605351448059082
9,-11.779568099975586,5.124663829803467
10,-11.052338218688964,3.826589584350586
11,-10.684923553466797,2.543790817260742
12,-9.823453521728515,1.641309380531311
13,-9.340489959716797,0.16473327577114105
14,-8.915887451171875,-1.149754524230957
15,-7.84746675491333,-3.189896583557129
16,-7.308040142059326,-2.7928576469421387
17,-6.381279468536377,-5.583446025848389
18,-5.645666885375976,-6.429957866668701
19,-5.117176532745361,-6.855852127075195
20,-4.915095472335816,-7.810863018035889
21,-4.521350955963134,-7.701884746551514
22,-4.3845971584320065,-7.268621921539307
23,-3.4028972148895265,-6.830527305603027
24,-3.132413721084595,-7.727229595184326
25,-2.5605791568756104,-8.831305503845215
26,-2.6040828227996826,-9.087348937988281
27,-2.2242504358291626,-8.83942985534668
28,-2.146757483482361,-9.287166595458984
29,-2.3895982265472413,-9.027509689331055
30,-2.3001005172729494,-9.648580551147461
31,-1.975123977661133,-9.504302978515625
32,-1.8032171249389648,-8.980700492858887
33,-1.397900927066803,-9.106363296508789
34,-1.3797482252120972,-8.882340431213379
35,-0.822592031955719,-9.266273498535156
36,-1.0683492042124272,-8.920113563537598
37,-1.260567083954811,-8.895652770996094
38,-1.3796372413635254,-8.616312026977539
39,-1.660232961177826,-8.000842094421387
40,-1.439337706565857,-7.51507568359375
41,-1.6799660444259643,-7.413646697998047
42,-1.3907419681549071,-6.69863748550415
43,-1.0542919665575028,-7.594249248504639
44,-0.6218142569065094,-7.263678073883057
45,-0.3748362470418215,-7.990478515625
46,0.03123680651187897,-8.373246192932129
47,0.14040531665086747,-8.552148818969727
48,0.5050784587860108,-8.928557395935059
49,-0.09010586440563202,-9.089800834655762
50,-0.5722344443202019,-8.703856468200684
51,-0.8542000621557235,-8.618246078491211
52,-1.389599370956421,-8.0967378616333
53,-1.3278299808502196,-7.6709394454956055
54,-1.6334262371063233,-8.056756973266602
55,-1.451821255683899,-7.662073135375977
56,-1.2097033932805061,-8.49289321899414
57,-0.3402267426252365,-9.178450584411621
58,0.4039689272642136,-9.346569061279297
59,0.5231116339564323,-11.059791564941406
60,0.9272888541221619,-11.61713981628418
61,1.1137727439403533,-12.449309349060059
62,0.8237580627202987,-12.955771446228027
63,-0.23878894746303558,-13.229321479797363
64,-0.5777596823871136,-12.785269737243652
65,-1.0744003653526306,-11.524322509765625
66,-2.2464410305023192,-10.08838939666748
67,-2.5579941511154174,-8.73584270477295
68,-2.5664387226104735,-6.844923496246338
69,-2.482410717010498,-6.226016998291016
70,-2.166059136390686,-5.522930145263672
71,-1.8410085916519165,-5.000446319580078
72,-0.8146169185638428,-4.945859432220459
73,-0.2543106399476528,-4.712050437927246
74,0.3481829658150673,-5.54649543762207
75,0.6189783051609993,-4.99954080581665
76,0.6917157359421253,-4.461818218231201
77,0.24177684783935546,-4.371023178100586
78,-0.23631543219089507,-4.174189567565918
79,-0.6896043814718723,-3.6991164684295654
80,-2.05927574634552,-3.245328903198242
81,-2.649900722503662,-2.816025495529175
82,-2.683845853805542,-2.174514055252075
83,-2.907316875457764,-1.855112910270691
84,-2.315996217727661,-2.0138492584228516
85,-1.9248092412948608,-1.4141801595687866
86,-1.5490716516971588,-1.4763479232788086
87,-1.1025254637002946,-1.917697548866272
88,-1.0445472091436385,-0.8078079223632812
89,-0.87197779789567,-1.7024595737457275
90,-0.9306336641311646,-0.8150647878646851
91,-1.232933872938156,-1.4324889183044434
92,-1.5352433383464814,-0.15743322670459747
93,-2.309498429298401,0.4362989366054535
94,-2.3387187480926515,0.11814768612384796
95,-3.0608130931854247,0.8244686126708984
96,-2.6714491844177246,0.5694521069526672
97,-2.23531494140625,-0.21552638709545135
98,-1.7481308698654174,0.7795930504798889
99,-0.9907878696918487,-0.005069675389677286
100,-1.077220219373703,0.2857553958892822
101,-0.5465486623346806,0.40850964188575745
102,-0.30673399567604065,0.9691870212554932
103,-0.6084067761898041,1.5637744665145874
104,-0.8451856017112732,1.4353702068328857
105,-1.457056498527527,1.711824655532837
106,-2.0189273357391357,1.9357293844223022
107,-2.440764808654785,2.852195978164673
108,-2.260411334037781,2.372577428817749
109,-2.273325562477112,3.234072685241699
110,-2.329869198799133,3.3399853706359863
111,-1.8358438670635224,2.5209832191467285
112,-1.8823941469192504,1.7598330974578857
113,-1.6783379316329956,2.009965181350708
114,-1.3674163788557052,1.5264406204223633
115,-1.3453215554356575,0.5384016633033752
116,-1.3215521574020386,0.8099218010902405
117,-1.4876806080341338,-0.3378137946128845
118,-2.027240777015686,-0.18254448473453522
119,-1.8225954294204711,-0.17025016248226166
120,-1.9142541766166687,0.9559357166290283
121,-1.6286096811294555,-0.26801833510398865
122,-1.7075158834457398,0.05766880884766579
123,-1.5874528288841248,-0.3520860970020294
