elapsed_seconds,allowed_concurrency,running,pending,cpu_percent,ram_percent,gpu_util_percent,gpu_memory_percent,gpu_memory_used_mb,gpu_memory_total_mb
0.0,1,0,1,0.7,3.5,0.0,0.013024225058609012,3.0,23034.0
15.6,1,1,0,17.3,5.2,8.0,1.345836589389598,310.0,23034.0
30.9,1,1,0,8.3,6.0,94.0,2.2575323434922288,520.0,23034.0
46.2,1,1,0,8.7,6.0,100.0,2.2575323434922288,520.0,23034.0
61.4,1,1,0,8.3,6.0,94.0,2.2575323434922288,520.0,23034.0
76.7,1,1,0,17.0,6.0,100.0,2.2575323434922288,520.0,23034.0
92.0,1,1,0,8.3,6.0,100.0,2.2575323434922288,520.0,23034.0
107.3,1,1,0,9.9,6.0,100.0,2.2575323434922288,520.0,23034.0
122.6,1,1,0,10.0,6.0,100.0,2.2575323434922288,520.0,23034.0
137.9,1,1,0,8.7,6.0,100.0,2.2575323434922288,520.0,23034.0
153.2,1,1,0,20.9,6.0,93.0,2.2575323434922288,520.0,23034.0
168.4,1,1,0,8.3,6.0,100.0,2.2575323434922288,520.0,23034.0
183.7,1,1,0,8.9,6.0,94.0,2.2575323434922288,520.0,23034.0
199.0,1,1,0,8.6,6.0,93.0,2.2575323434922288,520.0,23034.0
214.3,1,1,0,16.7,6.1,100.0,2.2575323434922288,520.0,23034.0
229.6,1,1,0,9.3,6.0,93.0,2.2575323434922288,520.0,23034.0
244.9,1,1,0,9.3,6.0,99.0,2.2575323434922288,520.0,23034.0
260.1,1,1,0,8.4,6.0,10.0,2.2575323434922288,520.0,23034.0
275.4,1,1,0,9.0,6.0,100.0,2.2575323434922288,520.0,23034.0
290.7,1,1,0,17.3,6.0,100.0,2.2575323434922288,520.0,23034.0
306.0,1,1,0,8.7,6.0,100.0,2.266215160197968,522.0,23034.0
321.3,1,1,0,8.3,6.0,94.0,2.266215160197968,522.0,23034.0
336.6,1,1,0,8.3,6.0,100.0,2.266215160197968,522.0,23034.0
351.9,1,1,0,8.3,6.0,95.0,2.266215160197968,522.0,23034.0
367.2,1,1,0,19.9,6.0,93.0,2.266215160197968,522.0,23034.0
382.4,1,1,0,9.3,6.0,11.0,2.266215160197968,522.0,23034.0
397.7,1,1,0,8.1,6.0,100.0,2.266215160197968,522.0,23034.0
413.0,1,1,0,8.9,6.0,100.0,2.266215160197968,522.0,23034.0
428.3,1,1,0,17.6,6.1,100.0,2.266215160197968,522.0,23034.0
443.6,1,1,0,8.3,6.1,100.0,2.266215160197968,522.0,23034.0
458.9,1,1,0,8.7,6.0,94.0,2.266215160197968,522.0,23034.0
474.2,1,1,0,8.6,6.0,94.0,2.266215160197968,522.0,23034.0
489.4,1,1,0,8.7,6.0,94.0,2.266215160197968,522.0,23034.0
504.7,2,1,0,17.7,6.0,11.0,2.266215160197968,522.0,23034.0
520.0,2,1,0,9.3,6.0,93.0,2.266215160197968,522.0,23034.0
535.3,2,1,0,8.3,6.0,94.0,2.266215160197968,522.0,23034.0
550.6,2,1,0,8.3,6.0,93.0,2.266215160197968,522.0,23034.0
565.9,2,1,0,8.4,6.1,100.0,2.266215160197968,522.0,23034.0
581.2,2,1,0,18.7,6.0,100.0,2.266215160197968,522.0,23034.0
596.4,2,1,0,8.7,6.0,93.0,2.266215160197968,522.0,23034.0
611.7,2,1,0,10.9,6.0,100.0,2.266215160197968,522.0,23034.0
627.0,2,1,0,9.4,6.0,11.0,2.266215160197968,522.0,23034.0
642.3,2,1,0,19.1,6.0,93.0,2.266215160197968,522.0,23034.0
657.6,2,1,0,10.3,6.0,93.0,2.266215160197968,522.0,23034.0
672.9,2,1,0,8.6,6.0,93.0,2.266215160197968,522.0,23034.0
688.1,2,1,0,8.3,6.0,93.0,2.266215160197968,522.0,23034.0
703.4,2,1,0,8.4,6.0,100.0,2.266215160197968,522.0,23034.0
718.7,2,1,0,16.7,6.1,100.0,2.266215160197968,522.0,23034.0
734.0,2,1,0,9.0,6.0,93.0,2.266215160197968,522.0,23034.0
749.3,2,1,0,8.3,6.0,98.0,2.266215160197968,522.0,23034.0
764.6,2,1,0,10.0,6.0,94.0,2.266215160197968,522.0,23034.0
779.9,2,1,0,9.6,6.0,98.0,2.266215160197968,522.0,23034.0
795.2,2,1,0,16.7,6.0,96.0,2.266215160197968,522.0,23034.0
